,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
537,BMW,3 Serisi,3.20i Premium,2006.0,Benzin/LPG,Yarı Otomatik Vites,1801,151,Siyah ,Sedan,Galeriden,2. El,229000,102000
538,BMW,3 Serisi,328i 328i,1999.0,Benzin/LPG,Düz Vites,2501,176,Gümüş Gri ,Sedan,Sahibinden,2. El,380000,62500
539,BMW,3 Serisi,3.20i EfficientDynamics Sport Line,2015.0,Benzin,Otomatik Vites,1601,126,Gri ,Sedan,Galeriden,2. El,50000,265000
540,BMW,5 Serisi,5.20d Comfort,2014.0,Dizel,Yarı Otomatik Vites,1801,176,Beyaz ,Sedan,Galeriden,2. El,185000,250000
542,BMW,5 Serisi,5.20d Exclusive,2011.0,Dizel,Otomatik Vites,1801,176,Gri ,Sedan,Galeriden,2. El,252000,189900
543,BMW,2 Serisi,218i Active Tourer Active Tourer,2014.0,Benzin,Otomatik Vites,1301,126,Siyah ,MPV,Galeriden,2. El,45000,189900
544,BMW,X5,3.0d,2007.0,Dizel,Otomatik Vites,2501,226,Füme ,Arazi Aracı,Sahibinden,2. El,390000,165000
545,BMW,3 Serisi,3.16i,2014.0,Benzin,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,157000,192000
550,BMW,5 Serisi,5.25d xDrive Premium,2013.0,Dizel,Otomatik Vites,2001,226,Gri ,Sedan,Sahibinden,2. El,160000,249750
552,BMW,5 Serisi,5.20,1995.0,Benzin/LPG,Düz Vites,1801,126,Mavi ,Sedan,Sahibinden,2. El,350000,28500
554,BMW,3 Serisi,3.20i ED EfficientDynamics,2013.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Sahibinden,2. El,78000,215000
555,BMW,X3,"2.0i sDrive
",2015.0,Benzin,Yarı Otomatik Vites,1801,151,Beyaz ,Arazi Aracı,Galeriden,2. El,49367,344500
556,BMW,1 Serisi,1.16i Comfort,2013.0,Benzin,Yarı Otomatik Vites,1301,126,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,150000,135500
557,BMW,5 Serisi,5.20d M Sport,2011.0,Dizel,Yarı Otomatik Vites,1801,176,Beyaz ,Sedan,Galeriden,2. El,225000,229900
589,BMW,5 Serisi,5.20i M Sport,2016.0,Benzin,Otomatik Vites,1301,100,Siyah ,Sedan,Sahibinden,2. El,110000,347000
590,BMW,5 Serisi,5.20d,2007.0,Dizel,Yarı Otomatik Vites,1801,176,Siyah ,Sedan,Sahibinden,2. El,320000,120000
592,BMW,5 Serisi,5.25d xDrive,2014.0,Dizel,Yarı Otomatik Vites,1801,201,Siyah ,Sedan,Sahibinden,2. El,135000,380000
594,BMW,3 Serisi,3.20d Sport,2012.0,Dizel,Yarı Otomatik Vites,1801,176,Beyaz ,Sedan,Galeriden,2. El,259782,185000
595,BMW,3 Serisi,3.16i,2009.0,Benzin/LPG,Düz Vites,1601,151,Siyah ,Sedan,Sahibinden,2. El,180000,105000
596,BMW,3 Serisi,3.16i,2013.0,Benzin,Otomatik Vites,1301,126,Beyaz ,Sedan,Sahibinden,2. El,140000,150000
597,BMW,5 Serisi,5.20i Business,1997.0,Benzin/LPG,Düz Vites,1801,151,Gri ,Sedan,Sahibinden,2. El,435,43000
598,BMW,X5,4.4i,2001.0,Benzin/LPG,Otomatik Vites,2501,176,Gümüş Gri ,Arazi Aracı,Sahibinden,2. El,238500,73000
599,BMW,X5,30d xDrive,2009.0,Dizel,Otomatik Vites,2501,226,Siyah ,Arazi Aracı,Galeriden,2. El,220000,250000
600,BMW,3 Serisi,3.20i EfficientDynamics Sport Line,2020.0,Benzin,Otomatik Vites,1301,151,Gri ,Sedan,Galeriden,0 km,10,459750
601,BMW,3 Serisi,3.20d Sport,2012.0,Dizel,Otomatik Vites,1801,176,Beyaz ,Sedan,Sahibinden,2. El,130000,160500
602,BMW,5 Serisi,5.20d Standart,2013.0,Dizel,Yarı Otomatik Vites,1801,176,Gri ,Sedan,Galeriden,2. El,167000,263000
603,BMW,5 Serisi,5.20,2017.0,Benzin,Yarı Otomatik Vites,1301,176,Beyaz ,Sedan,Sahibinden,2. El,14000,279000
604,BMW,3 Serisi,3.20i EfficientDynamics Sport Line,2020.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,0 km,10,459750
605,BMW,3 Serisi,3.20i,1991.0,Benzin/LPG,Otomatik Vites,1801,126,Altın ,Sedan,Sahibinden,2. El,242000,45000
606,BMW,1 Serisi,1.20i,2005.0,Benzin/LPG,Otomatik Vites,1801,126,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,209000,88500
607,BMW,3 Serisi,3.18i,1993.0,Benzin/LPG,Düz Vites,1601,101,Lacivert ,Sedan,Sahibinden,2. El,315000,29500
608,BMW,3 Serisi,3.16i,1995.0,Benzin/LPG,Düz Vites,1301,101,Kırmızı ,Sedan,Sahibinden,2. El,294000,35000
620,BMW,3 Serisi,3.20i,1997.0,Benzin/LPG,Otomatik Vites,1801,126,Gri ,Sedan,Sahibinden,2. El,287,46000
622,BMW,7 Serisi,7.45iL,2004.0,Benzin,Yarı Otomatik Vites,4001,326,Siyah ,Sedan,Galeriden,2. El,250000,125000
623,BMW,3 Serisi,3.16i,2005.0,Benzin/LPG,Düz Vites,1301,126,Lacivert ,Station Wagon,Galeriden,2. El,377000,62500
629,BMW,3 Serisi,3.16i,2005.0,Benzin/LPG,Düz Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,280000,63500
634,BMW,3 Serisi,3.15,1981.0,Benzin/LPG,Düz Vites,1301,51,Turuncu ,Spor / Coupe,Sahibinden,2. El,140000,37500
635,BMW,5 Serisi,5.20i Comfort,2014.0,Benzin,Yarı Otomatik Vites,1601,176,Siyah ,Sedan,Galeriden,2. El,119000,270000
637,BMW,X5,3.0d xDrive Exclusive,2006.0,Dizel,Otomatik Vites,2501,251,Siyah ,Arazi Aracı,Sahibinden,2. El,370000,125000
1039,BMW,1 Serisi,1.18i Joy,2016.0,Benzin,Otomatik Vites,1301,126,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,83000,185000
1040,BMW,5 Serisi,5.20i Standart,1997.0,Benzin/LPG,Otomatik Vites,1801,151,Beyaz ,Sedan,Sahibinden,2. El,300000,57000
1042,BMW,5 Serisi,5.20d Premium,2008.0,Dizel,Otomatik Vites,1801,151,Gri ,Sedan,Galeriden,2. El,314000,129900
1043,BMW,5 Serisi,5.20d Premium,2009.0,Dizel,Otomatik Vites,1801,151,Siyah ,Sedan,Galeriden,2. El,318000,139900
1044,BMW,X5,4.4i,2003.0,Benzin/LPG,Otomatik Vites,4001,276,Siyah ,Crossover,Galeriden,2. El,230000,105000
1045,BMW,7 Serisi,7.35iL,2002.0,Benzin/LPG,Otomatik Vites,3501,251,Gri ,Sedan,Galeriden,2. El,251000,125000
1046,BMW,3 Serisi,3.16i,1994.0,Benzin/LPG,Düz Vites,1601,126,Beyaz ,Sedan,Sahibinden,2. El,350000,23000
1047,BMW,3 Serisi,320d M Sport,2013.0,Dizel,Otomatik Vites,1801,176,Beyaz ,Sedan,Sahibinden,2. El,188000,207500
1048,BMW,5 Serisi,5.30d xDrive,2007.0,Dizel,Otomatik Vites,2501,251,Siyah ,Sedan,Galeriden,2. El,204000,155000
1049,BMW,1 Serisi,1.16i Premium,2011.0,Benzin/LPG,Otomatik Vites,1301,101,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,76023,125000
1050,BMW,5 Serisi,520d,2006.0,Dizel,Düz Vites,1801,176,Gri ,Sedan,Galeriden,2. El,230000,110000
1051,BMW,1 Serisi,1.16i,2005.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,180000,69900
1053,BMW,5 Serisi,5.20d Premium,2008.0,Dizel,Yarı Otomatik Vites,1801,176,Siyah ,Sedan,Galeriden,2. El,270000,125000
1054,BMW,1 Serisi,1.18i,2008.0,Benzin/LPG,Otomatik Vites,1801,126,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,162000,82000
1055,BMW,3 Serisi,3.20i ED EfficientDynamics,2014.0,Benzin,Otomatik Vites,1301,176,Siyah ,Sedan,Galeriden,2. El,160000,192500
1056,BMW,3 Serisi,3.20i,2008.0,Benzin,Otomatik Vites,1801,176,Siyah ,Sedan,Sahibinden,2. El,216700,105000
1057,BMW,X5,3.0d xDrive,2011.0,Dizel,Otomatik Vites,2501,226,Beyaz ,Arazi Aracı,Sahibinden,2. El,46500,425000
1058,BMW,5 Serisi,5.30d,2003.0,Dizel,Otomatik Vites,2501,226,Siyah ,Sedan,Sahibinden,2. El,328500,72900
1059,BMW,5 Serisi,5.20d,2007.0,Dizel,Yarı Otomatik Vites,1801,176,Siyah ,Sedan,Galeriden,2. El,300000,110000
1060,BMW,5 Serisi,5.30Xd,2006.0,Dizel,Otomatik Vites,2501,226,Füme ,Sedan,Galeriden,2. El,400000,135000
1062,BMW,3 Serisi,3.18i,2003.0,Benzin/LPG,Yarı Otomatik Vites,2001,126,Gri ,Sedan,Galeriden,2. El,268000,59800
1063,BMW,3 Serisi,3.20d Modern Line,2014.0,Dizel,Yarı Otomatik Vites,1801,176,Kahverengi ,Sedan,Galeriden,2. El,113000,227000
1064,BMW,3 Serisi,3.20d,2006.0,Dizel,Yarı Otomatik Vites,1801,126,Gümüş ,Sedan,Galeriden,2. El,220000,97000
1065,BMW,X5,30d xDrive M Sport,2008.0,Dizel,Otomatik Vites,3001,126,Siyah ,Spor / Coupe,Galeriden,2. El,302200,222000
1066,BMW,5 Serisi,5.25d xDrive Luxury,2013.0,Dizel,Otomatik Vites,1801,201,Gri ,Sedan,Galeriden,2. El,141000,310000
1067,BMW,3 Serisi,3.16i,2005.0,Benzin/LPG,Düz Vites,1601,101,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,168000,77800
1068,BMW,3 Serisi,3.20i Cabrio,2008.0,Benzin,Otomatik Vites,1801,151,Beyaz ,Üstü Açık / Cabriolet,Sahibinden,2. El,149000,225000
1069,BMW,3 Serisi,3.20i EfficientDynamics Sport Line,2015.0,Benzin,Otomatik Vites,1301,151,Siyah ,Sedan,Galeriden,2. El,66000,270000
1071,Chevrolet,Cruze,1.6 LS,2010.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Sedan,Galeriden,2. El,218000,61900
1072,Chevrolet,Captiva,2.0 16V,2011.0,Dizel,Otomatik Vites,1801,126,Beyaz ,Arazi Aracı,Galeriden,2. El,159000,116500
1075,Chevrolet,Cruze,1.6 1.6,2011.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,110000,76500
1076,Chevrolet,Cruze,1.6 LS Otm.,2010.0,Benzin/LPG,Otomatik Vites,1301,101,Siyah ,Sedan,Galeriden,2. El,180000,62750
1077,Chevrolet,Aveo,1.3 D LS,2013.0,Dizel,Düz Vites,1300,76,Beyaz ,Sedan,Sahibinden,2. El,120000,74500
1078,Chevrolet,Cruze,1.6 LT,2012.0,Benzin/LPG,Düz Vites,1301,101,Gri ,Sedan,Sahibinden,2. El,125000,76500
1079,Chevrolet,Cruze,1.6 LT,2012.0,Benzin/LPG,Düz Vites,1301,101,Bal Rengi ,Sedan,Sahibinden,2. El,80000,85000
1080,Chevrolet,Aveo,1.4 LS,2011.0,Benzin,Otomatik Vites,1301,76,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,100000,69900
1081,Chevrolet,Cruze,1.6 LS,2010.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Sedan,Galeriden,2. El,245000,64900
1082,Chevrolet,Captiva,2.0 D LT High,2011.0,Dizel,Otomatik Vites,1801,101,Beyaz ,Arazi Aracı,Galeriden,2. El,235000,97500
1083,Chevrolet,Cruze,1.6 16V WTCC Edition Otm.,2012.0,Benzin,Yarı Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,50000,95000
1084,Chevrolet,Captiva,2.0 16V,2010.0,Dizel,Otomatik Vites,1801,101,Beyaz ,Arazi Aracı,Galeriden,2. El,225000,97000
1085,Chevrolet,Kalos,1.2 SE,2004.0,Benzin,Düz Vites,1300,76,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,204000,38000
1086,Chevrolet,Cruze,1.6 LS Plus Otm.,2011.0,Benzin/LPG,Otomatik Vites,1601,101,Beyaz ,Sedan,Sahibinden,2. El,188000,71000
1087,Chevrolet,Captiva,2.0 D LT Base,2012.0,Dizel,Otomatik Vites,2001,151,Beyaz ,Arazi Aracı,Galeriden,2. El,140000,141500
1089,Chevrolet,Kalos,1.4 16V SX,2004.0,Benzin/LPG,Düz Vites,1301,51,Gri ,Sedan,Sahibinden,2. El,310000,45000
1091,Chevrolet,Aveo,1.4 LS,2010.0,Benzin/LPG,Düz Vites,1301,100,Beyaz ,Sedan,Sahibinden,2. El,80000,62500
1092,Chevrolet,Cruze,1.6 Sport Plus,2013.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,33200,90000
1093,Chevrolet,Cruze,1.6 LT Plus Otomatik,2012.0,Benzin/LPG,Otomatik Vites,1601,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,89000,87500
1094,Chevrolet,Aveo,1.4 LS,2011.0,Benzin,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,65000,48500
1095,Chevrolet,Captiva,2.0 D LT High,2011.0,Dizel,Yarı Otomatik Vites,1801,126,Beyaz ,Arazi Aracı,Galeriden,2. El,158721,121000
1096,Chevrolet,Aveo,1.4 LT,2013.0,Benzin/LPG,Otomatik Vites,1301,100,Beyaz ,Hatchback 3 Kapı,Yetkili,0 km,90214,86900
1097,Chevrolet,Captiva,2.0 D LTZ,2012.0,Dizel,Otomatik Vites,1801,151,Beyaz ,Arazi Aracı,Galeriden,2. El,198000,126250
1098,Chevrolet,Lacetti,1.4 SE,2011.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,265000,48750
1099,Chevrolet,Cruze,1.6 16V WTCC Edition,2012.0,Benzin,Düz Vites,1301,101,Füme ,Hatchback 5 Kapı,Galeriden,2. El,160000,77000
1101,Chevrolet,Trax,"1.6 LT
",2013.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Arazi Aracı,Galeriden,2. El,170000,97000
1102,Chevrolet,Aveo,1.3 D LTZ,2012.0,Dizel,Düz Vites,1300,76,Gümüş Gri ,Sedan,Sahibinden,2. El,128000,85250
1103,Chevrolet,Aveo,1.3 D LS,2012.0,Dizel,Düz Vites,1300,51,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,214800,61000
1104,Chevrolet,Aveo,1.4 LS,2008.0,Benzin/LPG,Otomatik Vites,1301,101,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,147000,72900
1105,Chevrolet,Kalos,1.4 SE,2004.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,150000,36000
1106,Chevrolet,Epica,2.0 D LT,2011.0,Dizel,Otomatik Vites,1801,151,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,113000,82500
1107,Chevrolet,Lacetti,1.6 16V SX Otm.,2004.0,Benzin/LPG,Otomatik Vites,1301,101,Bordo ,Sedan,Galeriden,2. El,205000,47000
1108,Chevrolet,Cruze,1.6 LS Otm.,2011.0,Benzin/LPG,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,87000,75000
1109,Chevrolet,Aveo,1.4 LS,2011.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,107000,45500
1111,Chevrolet,Captiva,2.0 D LT High Sport,2010.0,Dizel,Otomatik Vites,1801,151,Siyah ,Arazi Aracı,Galeriden,2. El,210000,83500
1114,Chevrolet,Kalos,1.2 SE,2005.0,Benzin/LPG,Düz Vites,1300,51,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,104000,38750
1115,Chevrolet,Aveo,1.3 D LT,2012.0,Dizel,Düz Vites,1300,51,Gümüş Gri ,Sedan,Sahibinden,2. El,76000,76500
1116,Chevrolet,Aveo,1.2 S,2009.0,Benzin,Düz Vites,1301,76,Füme ,Sedan,Sahibinden,2. El,101000,41500
1117,Chevrolet,Cruze,1.6,2010.0,Benzin/LPG,Düz Vites,1601,76,Gri ,Sedan,Sahibinden,2. El,148000,69000
1118,Chevrolet,Aveo,1.4 SE,2009.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,155000,42750
1119,Chevrolet,Aveo,1.2 LS,2011.0,Benzin,Düz Vites,1300,76,Gri ,Sedan,Sahibinden,2. El,126500,55000
1120,Chevrolet,Kalos,1.4 8V SE,2004.0,Benzin/LPG,Düz Vites,1301,76,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,182600,35750
1121,Chevrolet,Aveo,1.3 D LT,2012.0,Dizel,Düz Vites,1301,51,Beyaz ,Sedan,Sahibinden,2. El,90000,61500
1122,Chevrolet,Cruze,1.6 16V Design Edit.Plus Otm.,2011.0,Benzin/LPG,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,72000,84500
1123,Chevrolet,Lacetti,1.4 16V SE,2005.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,150000,45000
1125,Chevrolet,Captiva,2.0 D LT High Sport,2010.0,Dizel,Otomatik Vites,1801,126,Beyaz ,Arazi Aracı,Galeriden,2. El,126000,109500
1128,Chevrolet,Aveo,1.2 LS,2012.0,Benzin/LPG,Düz Vites,1301,51,Beyaz ,Sedan,Sahibinden,2. El,89200,62000
1130,Chevrolet,Captiva,2.0 D LT High,2011.0,Dizel,Otomatik Vites,1801,126,Beyaz ,Arazi Aracı,Sahibinden,2. El,202000,100000
1189,Chevrolet,Cruze,1.6 LS,2011.0,Benzin/LPG,Düz Vites,1301,101,Füme ,Sedan,Sahibinden,2. El,146000,66500
1190,Chevrolet,Cruze,1.6 LS Plus,2011.0,Benzin/LPG,Düz Vites,1301,101,Füme ,Sedan,Sahibinden,2. El,171000,61950
1192,Chevrolet,Aveo,1.3 D LTZ,2012.0,Dizel,Düz Vites,1300,51,Gümüş Gri ,Sedan,Galeriden,2. El,178,45500
1193,Chevrolet,Nova,Nova,1976.0,Benzin/LPG,Düz Vites,3001,126,Mavi ,Sedan,Galeriden,2. El,100000,65900
1194,Chevrolet,Captiva,2.0 D LT Base,2012.0,Dizel,Otomatik Vites,1801,151,Beyaz ,Arazi Aracı,Galeriden,2. El,94000,155000
1195,Chevrolet,Cruze,1.6 Sport,2012.0,Benzin,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,62000,88000
1196,Chevrolet,Captiva,2.0 D LT,2007.0,Dizel,Otomatik Vites,1801,126,Siyah ,Arazi Aracı,Sahibinden,2. El,192500,80000
1197,Chevrolet,Captiva,2.0 D LTZ,2012.0,Dizel,Otomatik Vites,1801,151,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,135000,125000
1198,Chevrolet,Aveo,1.4 LS,2012.0,Benzin,Düz Vites,1301,101,Füme ,Sedan,Sahibinden,2. El,88088,60000
1199,Chevrolet,Epica,2.0 24V LT Otm.,2012.0,Dizel,Otomatik Vites,1801,126,Beyaz ,Sedan,Galeriden,2. El,250000,70000
1200,Chevrolet,Aveo,1.4 SX,2006.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,250000,35000
1201,Chevrolet,Epica,2.0 LT,2011.0,Dizel,Otomatik Vites,2001,126,Beyaz ,Sedan,Galeriden,2. El,280000,64500
1202,Chevrolet,Kalos,1.2 S,2006.0,Benzin/LPG,Düz Vites,1300,76,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,1850000,35500
1203,Chevrolet,Cruze,1.6 LS Plus,2010.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Sedan,Sahibinden,2. El,191000,64000
1207,Citroen,C3,"1.4 HDi X
",2004.0,Dizel,Düz Vites,1301,100,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,325000,34000
1208,Citroen,Xsara,1.4 HDI,2004.0,Dizel,Düz Vites,1301,100,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,325000,34000
1209,Citroen,C-Elysee,1.6 HDi Attraction,2015.0,Dizel,Düz Vites,1301,100,Beyaz ,Sedan,Yetkili,0 km,185000,69000
1210,Citroen,Diğer,Diğer,2016.0,Dizel,Düz Vites,1601,76,Beyaz ,Diğer,Sahibinden,2. El,75000,85000
1211,Citroen,C-Elysee,1.6 HDi Attraction,2015.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,67500,93000
1213,Citroen,C-Elysee,1.6 HDi Attraction,2016.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,65500,95000
1214,Citroen,C3,SX 1.4 HDI,2004.0,Dizel,Düz Vites,1301,100,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,256000,38000
1215,Citroen,C3,1.4 HDi 1.4 HDI 16V SX,2004.0,Dizel,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,240000,38000
1216,Citroen,C-Elysee,1.6 BlueHDI Live,2018.0,Dizel,Düz Vites,1301,100,Beyaz ,Sedan,Galeriden,2. El,108448,97500
1217,Citroen,Xantia,2.1 TD,1998.0,Dizel,Düz Vites,2001,101,Kırmızı ,Sedan,Sahibinden,2. El,222000,20000
1218,Citroen,C-Elysee,1.2 VTi Comfort,2014.0,Benzin/LPG,Otomatik Vites,1300,76,Beyaz ,Sedan,Galeriden,2. El,90000,77000
1219,Citroen,C-Elysee,1.6 HDi Attraction,2016.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,93000,83000
1220,Citroen,C5,1.6 HDI SX,2009.0,Dizel,Düz Vites,1301,101,Sarı ,Sedan,Galeriden,2. El,200000,57000
1221,Citroen,C-Elysee,1.6 HDi  Shine,2017.0,Dizel,Düz Vites,1301,76,Gri ,Sedan,Sahibinden,2. El,42000,97000
1222,Citroen,C-Elysee,1.6 HDi Attraction,2012.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,174000,62750
1223,Citroen,C-Elysee,1.6 HDi Exclusive,2013.0,Dizel,Düz Vites,1301,76,Siyah ,Sedan,Galeriden,2. El,180000,52900
1224,Citroen,C4,1.6 e-HDi  Exclusive,2014.0,Dizel,Otomatik Vites,1301,101,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,169000,103000
1225,Citroen,CX,2.5 TRD,1982.0,Dizel,Düz Vites,2501,126,Gümüş Gri ,Station Wagon,Sahibinden,Klasik,335000,54000
1228,Citroen,C5,1.6 HDI SX,2010.0,Dizel,Düz Vites,1301,101,Siyah ,Sedan,Galeriden,2. El,185000,81000
1229,Citroen,C4,1.6 HDI SX,2006.0,Dizel,Düz Vites,1301,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,194700,55500
1230,Citroen,C-Elysee,1.6 HDi Confort,2016.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,110000,75000
1231,Citroen,C3 Picasso,Picasso 1.6 HDi SX,2011.0,Dizel,Düz Vites,1301,76,Siyah ,MPV,Sahibinden,2. El,158000,67250
1232,Citroen,C-Elysee,"1.6 HDi 
",2016.0,Dizel,Düz Vites,1301,76,Füme ,Sedan,Galeriden,2. El,56000,91750
1233,Citroen,C-Elysee,1.5 BlueHDI Feel,2019.0,Dizel,Düz Vites,1301,76,Gri ,Sedan,Galeriden,2. El,32000,111750
1234,Citroen,C-Elysee,1.6 HDi Exclusive,2014.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,43,98750
1236,Citroen,C4,"1.6 e-HDi Confort Plus
",2013.0,Dizel,Düz Vites,1601,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,80000
1237,Citroen,C4 Grand Picasso,1.6 BlueHDI 130HP INTENSIVE EAT6 7 Kişilik,2010.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,235000,87750
1238,Citroen,C4,1.6 HDI SX,2005.0,Dizel,Düz Vites,1301,76,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,250000,45750
1240,Citroen,C4,1.4 Collection,2013.0,Dizel,Düz Vites,1301,51,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,170000,60000
1241,Citroen,C5,"1.6 HDi
",2006.0,Dizel,Düz Vites,1301,101,Füme ,Sedan,Sahibinden,2. El,298000,49000
1243,Citroen,C-Elysee,1.6 HDi  Shine,2017.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,100000,99000
1244,Citroen,C5,1.6 e-HDI Confort,2013.0,Dizel,Yarı Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,127000,108500
1245,Citroen,C-Elysee,1.6 HDi Confort,2015.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,210000,56000
1247,Citroen,Xantia,"2.0
",1994.0,Benzin,Düz Vites,1801,126,Mavi ,Sedan,Sahibinden,2. El,166000,13750
1248,Citroen,C-Elysee,1.2 VTi Attraction,2019.0,Benzin,Düz Vites,1300,100,Beyaz ,Diğer,Yetkili,0 km,13162,93750
1250,Citroen,C5,1.6 HDI SX PK,2007.0,Dizel,Düz Vites,1301,101,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,280000,45000
1251,Citroen,C3,1.2 PureTech Shine ,2020.0,Benzin,Otomatik Vites,1301,126,Füme ,Hatchback 5 Kapı,Galeriden,2. El,5,145000
1253,Citroen,C-Elysee,1.2 VTi Attraction,2013.0,Benzin,Düz Vites,1300,51,Beyaz ,Sedan,Galeriden,2. El,129000,58500
1254,Citroen,C3,1.2 PureTech Shine ,2020.0,Benzin,Düz Vites,1301,101,Gri ,Hatchback 5 Kapı,Galeriden,0 km,0,135900
1255,Citroen,C4,1.6 HDI 92HP CONFORT M/T,2015.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,103000,105000
1256,Citroen,C5,1.6 HDI SX,2007.0,Dizel,Düz Vites,1301,101,Siyah ,Sedan,Galeriden,2. El,222000,58000
1257,Citroen,C4 Cactus,1.6 e-HDI Shine,2015.0,Dizel,Yarı Otomatik Vites,1301,100,Sarı ,Hatchback 5 Kapı,Galeriden,2. El,62500,137750
1258,Citroen,C2,1.4 HDi SX,2004.0,Dizel,Düz Vites,1301,51,Siyah ,Hatchback 3 Kapı,Sahibinden,2. El,245000,31000
1264,Citroen,C-Elysee,1.6 HDi Confort,2013.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Sahibinden,2. El,185000,61000
1265,Citroen,C-Elysee,1.6 HDi  Feel,2017.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,95000,85000
1267,Citroen,C5 AirCross,1.5 BlueHDI Shine ,2020.0,Dizel,Otomatik Vites,1601,126,Beyaz ,Crossover,Galeriden,2. El,6000,270000
1269,Citroen,C-Elysee,1.6 HDi Confort,2013.0,Dizel,Düz Vites,1601,100,Beyaz ,Sedan,Sahibinden,2. El,135000,72850
1271,Citroen,C5,2.0 SX,2006.0,Benzin/LPG,Otomatik Vites,1801,126,Gri ,Sedan,Sahibinden,2. El,167000,55500
1272,Citroen,C4 Cactus,1.6 e-HDI Shine,2016.0,Dizel,Otomatik Vites,1301,100,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,49000,139000
