,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
1517,Land Rover,Freelander,II 2.2 SD4 HSE,2011.0,Dizel,Otomatik Vites,2001,176,Siyah ,Arazi Aracı,Galeriden,2. El,290000,187500
1518,Land Rover,Range Rover Sport,"3.0 SDV6
",2012.0,Dizel,Otomatik Vites,2501,176,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,197457,320000
1519,Land Rover,Range Rover Sport,3.0 SDV6 Premium HSE,2012.0,Dizel,Otomatik Vites,2501,226,Siyah ,Arazi Aracı,Galeriden,2. El,147573,390000
1520,Land Rover,Freelander,2.0 TD4 HSE,2006.0,Dizel,Yarı Otomatik Vites,1801,101,Siyah ,Arazi Aracı,Sahibinden,2. El,385000,64250
1521,Land Rover,Discovery Sport,2.0 TD4 HSE,2016.0,Dizel,Otomatik Vites,1801,176,Gri ,Diğer,Galeriden,2. El,38895,498500
1522,Land Rover,Range Rover Sport,2.7 TDV6 HSE,2008.0,Dizel,Otomatik Vites,2501,176,Siyah ,Arazi Aracı,Galeriden,2. El,204000,176000
1523,Mazda,323,1.6,1992.0,Benzin/LPG,Düz Vites,1601,51,Beyaz ,Sedan,Sahibinden,Hasarlı,490,11900
1524,Mazda,CX-3,1.5 SKY-D  Motion,2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Diğer,Sahibinden,2. El,70500,168500
1525,Mazda,Lantis,1.8,1996.0,Benzin/LPG,Otomatik Vites,1601,101,Lacivert ,Spor / Coupe,Galeriden,2. El,216500,28500
1526,Mazda,323,1.5 Familia,1999.0,Benzin/LPG,Düz Vites,1301,51,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,175000,32950
1527,Mazda,626,2.0,1998.0,Benzin/LPG,Otomatik Vites,1801,101,Füme ,Sedan,Galeriden,2. El,200000,41950
1528,Mazda,626,2.0,2001.0,Benzin/LPG,Düz Vites,1801,126,Füme ,Sedan,Galeriden,2. El,196,28500
1529,Mazda,Lantis,1.8,1997.0,Benzin/LPG,Düz Vites,1801,101,Turuncu ,Hatchback 5 Kapı,Sahibinden,2. El,129000,29000
1530,Mazda,626,1.6,1990.0,Benzin/LPG,Düz Vites,1301,101,Mavi ,Sedan,Sahibinden,2. El,1111111,16500
1531,Mazda,323,1.5,1999.0,Benzin/LPG,Düz Vites,1301,100,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,357000,35000
1532,Mazda,323,1.6 GLX,1992.0,Benzin/LPG,Otomatik Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,230000,17000
1533,Mazda,RX,RX-8,2006.0,Benzin,Düz Vites,1301,226,Siyah ,Spor / Coupe,Sahibinden,2. El,64000,98000
1534,Mercedes,C,180 BlueEfficiency AMG,2011.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,135000,189500
1535,Mercedes,E,200 Avantgarde Komp.,2005.0,Benzin,Otomatik Vites,1801,151,Gümüş Gri ,Sedan,Sahibinden,2. El,107000,215000
1536,Mercedes,200 E,200 E,1993.0,Benzin/LPG,Düz Vites,1801,126,Turkuaz ,Sedan,Sahibinden,2. El,388000,39999
1537,Mercedes,C,180 Komp. BlueEfficiency Luxury,2009.0,Benzin/LPG,Yarı Otomatik Vites,1301,151,Siyah ,Sedan,Galeriden,0 km,281957,132500
1538,Mercedes,113,Diğer,2011.0,Dizel,Düz Vites,2001,126,Gümüş Gri ,Minivan,Sahibinden,2. El,179000,137500
1539,Mercedes,200 E,200 E,1991.0,Benzin/LPG,Düz Vites,1801,151,Bej ,Hatchback 5 Kapı,Sahibinden,2. El,279000,42500
1540,Mercedes,200 E,200 E,1993.0,Benzin/LPG,Düz Vites,1801,126,Gri ,Sedan,Galeriden,2. El,325000,54750
1541,Mercedes,C,200 D,2018.0,Dizel,Otomatik Vites,1601,151,Beyaz ,Sedan,Galeriden,2. El,29000,399000
1542,Mercedes,CLA,200 AMG,2013.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,170000,215000
1543,Mercedes,E Serisi,E 220 Classic,1993.0,Benzin/LPG,Düz Vites,2001,151,Mavi ,Sedan,Galeriden,2. El,330000,58750
1544,Mercedes,A,"180 BlueEfficiency AMG Sport
",2014.0,Benzin,Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,35000,198500
1545,Mercedes,E,220 CDI Avantgarde,2009.0,Dizel,Otomatik Vites,2001,151,Siyah ,Sedan,Sahibinden,2. El,360000,167000
1546,Mercedes,S,350 BLUETEC 4Matic 7G-Tronic,2015.0,Dizel,Otomatik Vites,2501,251,Siyah ,Sedan,Galeriden,2. El,79000,1269000
1547,Mercedes,200 E,200 E,1991.0,Benzin/LPG,Otomatik Vites,1801,101,Füme ,Sedan,Sahibinden,2. El,380000,57500
1548,Mercedes,E,250 CDI Elite,2013.0,Dizel,Otomatik Vites,2001,201,Beyaz ,Sedan,Galeriden,2. El,96000,395000
1549,Mercedes,180 SLC,180 AMG,2013.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,106000,215000
1550,Mercedes,A,180 CDI BlueEfficiency AMG,2014.0,Dizel,Yarı Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,83000,196500
1551,Mercedes,280 E,280 E,1983.0,Benzin/LPG,Otomatik Vites,2501,126,Gümüş Gri ,Sedan,Sahibinden,2. El,290000,14000
1552,Mercedes,B Serisi,B 180 CDI BlueEfficiency Style,2017.0,Dizel,Yarı Otomatik Vites,1301,76,Siyah ,MPV,Galeriden,2. El,80000,207500
1553,Mercedes,E,200 Avantgarde Komp.,2008.0,Benzin/LPG,Yarı Otomatik Vites,1801,176,Siyah ,Sedan,Galeriden,2. El,195000,219500
1554,Mercedes,C,180 Komp. BlueEfficiency Avantgarde,2011.0,Benzin,Yarı Otomatik Vites,1301,151,Gri ,Sedan,Galeriden,2. El,155000,161500
1555,Mercedes,200 E,200 E,1990.0,Benzin/LPG,Otomatik Vites,1801,101,Siyah ,Sedan,Galeriden,2. El,240000,55900
1556,Mercedes,S,320 L,1997.0,Benzin,Otomatik Vites,3001,226,Siyah ,Sedan,Sahibinden,2. El,260000,135000
1557,Mercedes,E,320 Avantgarde,2003.0,Benzin/LPG,Otomatik Vites,3001,176,Füme ,Sedan,Galeriden,2. El,198000,120000
1558,Mercedes,C,"200 BlueTEC AMG
",2016.0,Dizel,Otomatik Vites,1301,126,Gri ,Sedan,Galeriden,2. El,61000,292500
1559,Mercedes,C,200 Komp. Elegance,2001.0,Benzin/LPG,Yarı Otomatik Vites,1801,151,Siyah ,Sedan,Sahibinden,2. El,303000,68000
1560,Mercedes,E,200 Classic,1995.0,Benzin/LPG,Düz Vites,1801,126,Siyah ,Sedan,Galeriden,2. El,380000,59990
1561,Mercedes,E,270 CDI Avantgarde,2004.0,Dizel,Otomatik Vites,2501,176,Füme ,Sedan,Galeriden,2. El,260000,160000
1562,Mercedes,C,180 Komp. BlueEfficiency AMG,2012.0,Benzin/LPG,Otomatik Vites,1301,151,Beyaz ,Sedan,Sahibinden,2. El,132000,184500
1563,Mercedes,E,180 Elite,2014.0,Benzin,Otomatik Vites,1301,151,Gri ,Sedan,Galeriden,2. El,110000,278900
1564,Mercedes,A,180 CDI BlueEfficiency AMG,2015.0,Dizel,Yarı Otomatik Vites,1301,101,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,94500,214000
1565,Mercedes,200 E,200 E,1990.0,Dizel,Düz Vites,1801,76,Kahverengi ,Sedan,Galeriden,2. El,167000,35000
1566,Mercedes,C,180 BlueEfficiency AMG,2013.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,260000,149000
1567,Mercedes,200 D,200 D,1976.0,Dizel,Düz Vites,1801,100,Beyaz ,Sedan,Galeriden,2. El,200000,13500
1568,Mercedes,C,C 180 Komp. BlueEfficiency Fascination,2010.0,Benzin/LPG,Otomatik Vites,1601,126,Siyah ,Sedan,Galeriden,2. El,296000,129000
1569,Mercedes,E,220 CDI BlueEfficiency,2016.0,Dizel,Otomatik Vites,2001,176,Siyah ,Sedan,Galeriden,2. El,69000,590000
1570,Mercedes,230,230,1988.0,Benzin/LPG,Otomatik Vites,1801,76,Gri ,Sedan,Galeriden,2. El,198500,40000
1571,Mercedes,200 D,200 D,1984.0,Dizel,Düz Vites,1801,76,Gri ,Sedan,Galeriden,2. El,328000,27500
1572,Mercedes,C,220 CDI Avantgarde,2003.0,Dizel,Otomatik Vites,2001,126,Gümüş Gri ,Sedan,Galeriden,2. El,279000,139990
1573,Mercedes,E,320 Avantgarde,2003.0,Benzin/LPG,Yarı Otomatik Vites,3001,201,Mavi ,Sedan,Galeriden,2. El,425000,104500
1574,Mercedes,E,200 Elegance,1998.0,Benzin/LPG,Düz Vites,1801,126,Gri ,Sedan,Galeriden,2. El,399000,60000
1575,Mercedes,A,180 CDI BlueEfficiency Urban,2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,84000,210000
1576,Mercedes,S,350 L 4Matic,2011.0,Dizel,Otomatik Vites,2501,251,Beyaz ,Sedan,Galeriden,2. El,258000,425000
1577,Mercedes,320,Diğer,1994.0,Benzin/LPG,Otomatik Vites,2501,151,Füme ,Sedan,Galeriden,2. El,394000,55500
1578,Mercedes,C,"180 BlueEfficiency Fascination
",2010.0,Benzin,Otomatik Vites,1301,151,Gri ,Sedan,Galeriden,2. El,216000,139500
1579,Mercedes,C,180 BlueEfficiency AMG,2012.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,123500,177900
1580,Mercedes,200,200 E,1993.0,Benzin/LPG,Düz Vites,1801,126,Siyah ,Sedan,Sahibinden,2. El,450,38900
1581,Mercedes,E,E 220 d Exclusive,2018.0,Dizel,Otomatik Vites,1801,176,Siyah ,Sedan,Galeriden,2. El,19000,749750
1582,Mercedes,E,200 Avantgarde Komp.,2005.0,Benzin/LPG,Otomatik Vites,1601,176,Gümüş Gri ,Sedan,Galeriden,2. El,270000,132000
1583,Mercedes,CLA,180d Comfort 7G-DCT,2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,140000,250000
1584,Mercedes,200,200,1982.0,Benzin,Düz Vites,1801,76,Mavi ,Sedan,Sahibinden,Klasik,288500,78500
1585,Mercedes,C,"200 BlueTEC AMG
",2017.0,Dizel,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,29000,355000
1586,Mercedes,300 D,300 D,1988.0,Dizel,Otomatik Vites,2501,151,Lacivert ,Sedan,Galeriden,Klasik,222222,71000
1587,Mercedes,C,"200 BlueTEC AMG
",2016.0,Dizel,Otomatik Vites,1601,176,Beyaz ,Sedan,Galeriden,2. El,68000,320000
1588,Mercedes,E,E 180 Edition E,2015.0,Benzin,Otomatik Vites,1301,151,Siyah ,Sedan,Galeriden,2. El,130000,325000
1589,Mercedes,C,180,2011.0,Benzin,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,52500,177500
1590,Mercedes,E,250 CDI Avantgarde,2011.0,Dizel,Yarı Otomatik Vites,2001,201,Beyaz ,Sedan,Galeriden,2. El,154000,305000
1591,Mercedes,C,180 AMG,2011.0,Benzin,Otomatik Vites,1601,151,Siyah ,Sedan,Galeriden,2. El,137000,145500
1592,Mercedes,E,200 D,2020.0,Dizel,Otomatik Vites,1301,251,Siyah ,Sedan,Galeriden,2. El,1300,585000
1593,Mercedes,C,180-AMG 7G Tronic,2015.0,Benzin,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,81000,269000
1594,Mercedes,E,E 180 Edition E,2015.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Galeriden,2. El,77000,330000
1595,Mercedes,200 E,200 E,1991.0,Benzin/LPG,Düz Vites,1801,101,Siyah ,Sedan,Sahibinden,2. El,337000,37500
1596,Mercedes,E Serisi,E 200 Elegance,1996.0,Benzin/LPG,Otomatik Vites,1801,126,Siyah ,Sedan,Sahibinden,2. El,401000,65000
1597,Mercedes,230 E,230 E,1981.0,Benzin/LPG,Düz Vites,2001,76,Pembe ,Sedan,Sahibinden,2. El,380000,28000
1598,Mercedes,C,270 CDI Avantgarde,2003.0,Dizel,Otomatik Vites,2001,226,Gümüş Gri ,Sedan,Galeriden,2. El,410000,84000
1599,Mercedes,CLK,240 Avantgarde,2004.0,Benzin,Yarı Otomatik Vites,2501,176,Mavi ,Spor / Coupe,Sahibinden,2. El,280000,104000
1600,Mercedes,A,180 CDI BlueEfficiency AMG,2016.0,Dizel,Yarı Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,65000,220000
1601,Mercedes,250 E,250 E,2013.0,Dizel,Otomatik Vites,2001,226,Beyaz ,Sedan,Sahibinden,2. El,189000,360000
1602,Mercedes,S,320 CDI L,2008.0,Dizel,Otomatik Vites,2501,226,Siyah ,Sedan,Galeriden,2. El,168500,395000
1603,Mercedes,250 D,250 D,1995.0,Dizel,Otomatik Vites,2001,101,Gümüş Gri ,Sedan,Galeriden,2. El,381000,67500
1604,Mercedes,C,C 200 BlueTEC Exclusive,2017.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,26000,352500
1605,Mercedes,C,C 180 AMG 7G-Tronic,2015.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Sahibinden,2. El,92000,355000
1606,Mercedes,180 SLC,Diğer,1996.0,Benzin,Düz Vites,1601,101,Yeşil ,Sedan,Sahibinden,2. El,92000,75000
1607,Mercedes,E,200 CGI BlueEfficiency Avantgarde,2010.0,Benzin,Otomatik Vites,1601,176,Siyah ,Sedan,Sahibinden,2. El,85000,240000
1608,Mercedes,C,"200 BlueEfficiency Avantgarde
",2016.0,Dizel,Otomatik Vites,1601,126,Beyaz ,Sedan,Galeriden,2. El,50000,360000
1609,Mercedes,C,200 Elegance,1995.0,Benzin/LPG,Otomatik Vites,1801,126,Füme ,Sedan,Sahibinden,2. El,380000,48250
1610,Mercedes,CLA,180 d AMG,2017.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,36000,279000
1611,Mercedes,C,"200 BlueTEC AMG
",2015.0,Dizel,Otomatik Vites,1601,126,Beyaz ,Sedan,Sahibinden,2. El,123000,303900
1612,Mercedes,E Serisi,E 270 CDI Elegance,2001.0,Dizel,Otomatik Vites,2501,151,Gri ,Station Wagon,Galeriden,2. El,244000,78000
1613,Mercedes,A,"180 BlueEfficiency AMG Sport
",2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,27000,225000
1614,Mercedes,A,180 AMG,2015.0,Dizel,Otomatik Vites,1601,101,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,96000,210000
1615,Mercedes,230,230 E,1988.0,Benzin/LPG,Düz Vites,2001,126,Lacivert ,Sedan,Galeriden,2. El,148750,59500
1616,Mercedes,E,200 CDI Elegance,2008.0,Dizel,Otomatik Vites,1601,126,Siyah ,Sedan,Sahibinden,2. El,152000,170000
1617,Mercedes,300 SEL,300 SEL,1991.0,Benzin/LPG,Yarı Otomatik Vites,3001,226,Siyah ,Sedan,Sahibinden,2. El,320000,60000
1618,Mercedes,C,180 Komp. Fascination,2009.0,Benzin/LPG,Otomatik Vites,1301,151,Füme ,Sedan,Sahibinden,2. El,215000,125000
1619,Mercedes,C,C 200 BlueTEC AMG,2016.0,Dizel,Otomatik Vites,1301,126,Kırmızı ,Sedan,Galeriden,2. El,85000,329000
1620,Mercedes,E Serisi,E 250 CGI AMG,2011.0,Benzin,Otomatik Vites,1601,201,Gri ,Sedan,Galeriden,2. El,89000,237900
1621,Mercedes,X,220 d Pure ,2017.0,Dizel,Düz Vites,2001,151,Beyaz ,Arazi Aracı,Galeriden,2. El,36000,230000
1622,Mercedes,X,250 d Power,2018.0,Dizel,Otomatik Vites,2001,176,Beyaz ,Arazi Aracı,Sahibinden,2. El,46000,275000
1623,Mercedes,C,180 Komp. BlueEfficiency AMG,2010.0,Benzin,Otomatik Vites,1601,151,Beyaz ,Sedan,Sahibinden,2. El,198000,140000
1624,Mercedes,220,220 CDI,2000.0,Dizel,Düz Vites,2001,151,Gümüş Gri ,Sedan,Galeriden,2. El,234000,79750
1625,Mercedes,E Serisi,E 320 Elegance,2003.0,Benzin/LPG,Otomatik Vites,3001,151,Gümüş Gri ,Sedan,Sahibinden,2. El,270000,110000
1626,Mercedes,B,150 Otm.,2009.0,Benzin/LPG,Otomatik Vites,1301,76,Beyaz ,MPV,Sahibinden,2. El,128000,96500
1627,Mercedes,E Serisi,E 200 Komp. Avantgarde,2000.0,Benzin/LPG,Yarı Otomatik Vites,1801,176,Gümüş Gri ,Sedan,Sahibinden,2. El,240000,81900
1628,Mercedes,E,300 TD,1988.0,Dizel,Otomatik Vites,2501,126,Şampanya ,Sedan,Galeriden,2. El,321000,37000
1629,Mercedes,C,C 200 d AMG,2016.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Sedan,Galeriden,2. El,60500,350000
1630,Mercedes,CLK,200 Komp. Avantgarde,2000.0,Benzin/LPG,Yarı Otomatik Vites,1801,151,Siyah ,Spor / Coupe,Galeriden,2. El,330780,56750
1631,Mercedes,180,180,2007.0,Benzin/LPG,Otomatik Vites,1601,151,Gümüş Gri ,Sedan,Sahibinden,2. El,330000,92000
1632,Mercedes,200 E,200 E,1986.0,Benzin/LPG,Otomatik Vites,1801,101,Mavi ,Sedan,Sahibinden,2. El,225000,31500
1633,Mercedes,E,220 CDI Avantgarde,2003.0,Dizel,Otomatik Vites,2001,176,Siyah ,Sedan,Galeriden,2. El,600000,120000
1634,Mercedes,E,250 CDI BlueEfficiency Dynamic,2010.0,Dizel,Otomatik Vites,2001,201,Bordo ,Sedan,Galeriden,2. El,234000,225000
1635,Mercedes,B,180 BlueEfficiency Style 7G-DCT,2014.0,Benzin,Otomatik Vites,1601,126,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,170000,167750
1636,Mercedes,C,180 Komp. BlueEfficiency AMG,2012.0,Benzin/LPG,Otomatik Vites,1301,151,Siyah ,Sedan,Sahibinden,2. El,170000,172000
1637,Mercedes,C,C 200 BlueTEC Exclusive,2015.0,Dizel,Otomatik Vites,1301,126,Siyah ,Sedan,Sahibinden,2. El,130000,267500
1638,Mercedes,A,180 CDI BlueEfficiency AMG,2013.0,Dizel,Düz Vites,1601,101,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,183000,140000
1639,Mercedes,200 D,200 D,1985.0,Dizel,Düz Vites,1801,76,Zeytin Gri ,Sedan,Galeriden,2. El,112400,15500
1640,Mercedes,200,Diğer,1998.0,Benzin/LPG,Otomatik Vites,1801,126,Füme ,Sedan,Sahibinden,2. El,372000,54000
1641,Mercedes,GLA,"180 CDI AMG
",2014.0,Dizel,Yarı Otomatik Vites,1301,76,Beyaz ,Arazi Aracı,Sahibinden,2. El,100000,230000
1642,Mercedes,200 E,200 E,1989.0,Benzin/LPG,Otomatik Vites,1801,101,Siyah ,Sedan,Galeriden,2. El,70000,30500
1643,Mercedes,CLK,200 Komp. Avantgarde,2003.0,Benzin/LPG,Otomatik Vites,1601,151,Gümüş Gri ,Üstü Açık / Cabriolet,Sahibinden,2. El,294330,210000
1644,Mercedes,240 D,240 D,1981.0,Dizel,Düz Vites,2001,76,Kahverengi ,Sedan,Sahibinden,2. El,410000,24750
1645,Mercedes,E,180 Edition,2015.0,Benzin,Otomatik Vites,1301,151,Beyaz ,Sedan,Sahibinden,2. El,51000,305000
1646,Mitsubishi,Carisma,1.6 GLX,1999.0,Benzin/LPG,Düz Vites,1801,76,Gri ,Sedan,Sahibinden,2. El,379500,31500
1647,Mitsubishi,Colt,1.3 Elegance,2011.0,Benzin/LPG,Düz Vites,1301,100,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,177550,47000
1648,Mitsubishi,L 200,4x2 Invite,2013.0,Dizel,Düz Vites,2001,101,Beyaz ,Arazi Aracı,Galeriden,2. El,197,78500
1649,Mitsubishi,Lancer,1.6 Invite Otm,2006.0,Benzin/LPG,Otomatik Vites,1301,100,Gümüş Gri ,Sedan,Sahibinden,2. El,135000,55000
1650,Mitsubishi,Carisma,1.6 GL,1999.0,Benzin/LPG,Düz Vites,1301,76,Siyah ,Sedan,Sahibinden,2. El,283000,27500
1651,Mitsubishi,Outlander,2.0 DI-D Instyle,2008.0,Dizel,Düz Vites,1801,126,Bordo ,Arazi Aracı,Galeriden,2. El,290000,90000
1652,Mitsubishi,Carisma,1.6 GLX,1999.0,Benzin/LPG,Düz Vites,1301,76,Siyah ,Sedan,Sahibinden,2. El,290000,23000
1653,Mitsubishi,L 200,4x2 Magnum,2000.0,Dizel,Düz Vites,6001,451,Beyaz ,Arazi Aracı,Galeriden,2. El,194520,41000
1654,Mitsubishi,Carisma,1.8 GDI Elegance,1999.0,Benzin,Düz Vites,1601,101,Gümüş Gri ,Sedan,Sahibinden,2. El,192000,25250
1655,Mitsubishi,Carisma,1.6 Comfort,2001.0,Benzin/LPG,Otomatik Vites,1301,76,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,327000,33900
1656,Mitsubishi,L 200,4x4,2017.0,Dizel,Düz Vites,2001,176,Yeşil ,Arazi Aracı,Galeriden,2. El,53700,139000
1657,Mitsubishi,Carisma,1.6 GLX,2000.0,Benzin/LPG,Düz Vites,1601,101,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,101000,43000
1658,Mitsubishi,L 200,"4x2
",2015.0,Dizel,Düz Vites,4001,126,Gri ,Arazi Aracı,Galeriden,2. El,260,88750
1659,Mitsubishi,Lancer,1.6 Invite,2006.0,Benzin/LPG,Düz Vites,1301,100,Lacivert ,Sedan,Sahibinden,2. El,206000,57500
1660,Mitsubishi,Space Star,1.8 GDI,2018.0,Dizel,Otomatik Vites,1301,101,Diğer ,Diğer,Yetkili,0 km,87332,185000
1661,Nissan,Qashqai,1.3 DIG-T Sky Pack,2015.0,Benzin,Otomatik Vites,1300,101,Kırmızı ,Arazi Aracı,Galeriden,2. El,145750,156500
1662,Nissan,Qashqai,1.2 DIG-T Visia,2017.0,Benzin,Düz Vites,1300,101,Beyaz ,Arazi Aracı,Galeriden,2. El,18000,163000
1663,Nissan,Juke,1.6 Visia 4x2,2011.0,Benzin/LPG,Düz Vites,1301,101,Kırmızı ,Crossover,Sahibinden,2. El,188000,82000
1664,Nissan,Navara,2.3 DCI 4X2,2017.0,Dizel,Düz Vites,1601,101,Beyaz ,Arazi Aracı,Galeriden,2. El,94000,153000
1665,Nissan,Qashqai,1.5 dCi Tekna Sky Pack,2015.0,Dizel,Düz Vites,1301,51,Beyaz ,Diğer,Galeriden,2. El,103,151000
1666,Nissan,X-Trail,2.0 dCi LE Platinum,2013.0,Dizel,Otomatik Vites,1801,126,Siyah ,Arazi Aracı,Sahibinden,2. El,196500,132500
1667,Nissan,Qashqai,"1.6
",2013.0,Benzin,Otomatik Vites,1301,101,Beyaz ,Arazi Aracı,Galeriden,2. El,77000,127000
1668,Nissan,Qashqai,1.5 dCi Tekna Sky Pack,2013.0,Dizel,Düz Vites,1301,126,Beyaz ,Diğer,Galeriden,2. El,227000,130000
1669,Nissan,Qashqai,1.5 dCi Tekna Sky Pack,2014.0,Dizel,Düz Vites,1301,101,Siyah ,Diğer,Galeriden,2. El,178000,165950
1670,Nissan,Qashqai,1.6 Tekna,2008.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Sedan,Sahibinden,2. El,182000,64750
1671,Nissan,Pulsar,1.5 Visia,2016.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,28000,123000
1672,Nissan,Note,1.5 DCI Tekna,2011.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,91000,82500
1673,Nissan,X-Trail,"2.0
",2008.0,Benzin/LPG,Otomatik Vites,1801,101,Siyah ,Arazi Aracı,Sahibinden,2. El,217000,93000
1674,Nissan,Qashqai,1.5 dCi Black Edition,2016.0,Dizel,Düz Vites,1301,101,Beyaz ,Arazi Aracı,Galeriden,2. El,74000,182500
1675,Nissan,Note,1.4 Tekna,2006.0,Benzin,Düz Vites,1301,76,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,203000,67000
1676,Nissan,Sunny,"1.6
",1994.0,Benzin/LPG,Düz Vites,1601,76,Siyah ,Sedan,Galeriden,2. El,282000,19500
1677,Nissan,Qashqai+2,1.6 Platinum,2016.0,Dizel,Otomatik Vites,1601,51,Gümüş Gri ,Sedan,Galeriden,2. El,27000,160000
1678,Nissan,Qashqai,1.5 DCI Visia,2013.0,Dizel,Düz Vites,1301,101,Beyaz ,Arazi Aracı,Sahibinden,2. El,79000,124000
1679,Nissan,Qashqai,Diğer,2017.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,25000,197000
1680,Nissan,Qashqai,1.5 dCi Sky Pack,2012.0,Dizel,Düz Vites,1301,76,Beyaz ,Arazi Aracı,Galeriden,2. El,222000,96000
1681,Nissan,Qashqai,1.2 DIG-T Tekna Sky Pack,2015.0,Benzin,Otomatik Vites,1300,101,Beyaz ,Arazi Aracı,Galeriden,2. El,70000,159900
1682,Nissan,Skystar,Skystar 4x2,2012.0,Dizel,Düz Vites,2001,176,Siyah ,Arazi Aracı,Galeriden,2. El,290000,71500
1683,Nissan,Note,1.4 Visia,2008.0,Benzin/LPG,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Galeriden,2. El,185000,51500
1684,Nissan,X-Trail,1.6 dCi Platinum Premium,2016.0,Dizel,Düz Vites,1601,101,Beyaz ,Arazi Aracı,Galeriden,2. El,108,235000
1685,Nissan,Qashqai,"1.6
",2008.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Arazi Aracı,Sahibinden,2. El,200000,74000
1686,Nissan,Micra,1.2 Match,2017.0,Benzin,Yarı Otomatik Vites,1301,76,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,55000,107000
1687,Nissan,Terrano,2.7 TDI Elegance,2000.0,Dizel,Otomatik Vites,2501,101,Lacivert ,Arazi Aracı,Galeriden,2. El,260000,59000
1688,Nissan,Qashqai,1.5 Dci Tekna Pack,2012.0,Dizel,Düz Vites,1301,126,Siyah ,Diğer,Sahibinden,2. El,189000,113000
1689,Nissan,Qashqai,1.5 DCI Tekna,2011.0,Dizel,Düz Vites,1601,101,Füme ,Arazi Aracı,Sahibinden,2. El,156000,79750
1690,Nissan,Juke,1.6 Sport Pack 4x2 CVT,2013.0,Benzin/LPG,Otomatik Vites,1301,101,Beyaz ,Crossover,Sahibinden,2. El,161000,115000
1691,Nissan,Navara,2.5 TDI 4X4 LE,2008.0,Dizel,Otomatik Vites,2001,151,Siyah ,Arazi Aracı,Galeriden,2. El,0,79750
1692,Nissan,Skystar,Skystar 4x2,2005.0,Dizel,Düz Vites,2001,126,Siyah ,Arazi Aracı,Galeriden,2. El,280000,53900
1693,Nissan,Primera,"1.6
",2006.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Sedan,Sahibinden,2. El,168000,56000
1694,Nissan,Qashqai,1.5 DCI Tekna,2018.0,Dizel,Düz Vites,1301,101,Beyaz ,Diğer,Sahibinden,2. El,35000,192000
1695,Nissan,X-Trail,1.6 dCi Platinum Premium,2015.0,Dizel,Otomatik Vites,1301,126,Beyaz ,Arazi Aracı,Sahibinden,2. El,84000,251500
