,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
823,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,58000,128000
824,Ford,Mondeo,2.0 Ghia Otm.,2003.0,Benzin/LPG,Otomatik Vites,1801,101,Kahverengi ,Sedan,Galeriden,2. El,229000,42400
825,Ford,Focus,1.6 TDCi Trend X,2015.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,90200,127000
826,Ford,Escort,1.6 CLX,1998.0,Benzin/LPG,Düz Vites,1301,76,Mavi ,Sedan,Sahibinden,2. El,149000,29750
827,Ford,Mondeo,2.0 Ghia Otm.,1997.0,Benzin/LPG,Otomatik Vites,1801,101,Kırmızı ,Sedan,Galeriden,2. El,280002,30900
828,Ford,Focus,1.6 TDCi Trend,2005.0,Dizel,Düz Vites,1301,51,Gri ,Sedan,Galeriden,2. El,185,55000
829,Ford,Kuga,1.5 TDCI Titanium,2018.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Arazi Aracı,Sahibinden,2. El,49000,165000
830,Ford,Focus,1.6 TDCi Trend,2007.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,200000,75700
831,Ford,Focus,1.6 TDCi Trend,2010.0,Dizel,Düz Vites,1301,76,Gri ,Sedan,Galeriden,2. El,187000,75500
832,Ford,Focus,1.6 Collection,2005.0,Benzin/LPG,Düz Vites,1301,100,Gümüş Gri ,Sedan,Sahibinden,2. El,708000,39000
833,Ford,Focus,1.5 TDCi Trend X,2018.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,28000,164000
834,Ford,Focus,1.6 Ti-VCT Trend X,2016.0,Benzin/LPG,Düz Vites,1301,101,Füme ,Sedan,Galeriden,2. El,102000,118000
835,Ford,Focus,1.5 TDCi Trend X,2015.0,Dizel,Yarı Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,69000,141000
836,Ford,Focus,1.6 TDCi Ghia,2006.0,Dizel,Düz Vites,1301,101,Gri ,Sedan,Sahibinden,2. El,244000,56000
837,Ford,Focus,1.6 Ghia Otm.,2001.0,Benzin/LPG,Otomatik Vites,1301,76,Gümüş Gri ,Sedan,Galeriden,2. El,226000,46500
838,Ford,Focus,1.5 TDCi Titanium,2016.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,108000,139750
839,Ford,Focus,1.5 TDCi Trend X,2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,61000,129500
840,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,100,Beyaz ,Sedan,Yetkili,0 km,108500,121500
841,Ford,Focus,1.6 TDCi Trend X,2007.0,Dizel,Düz Vites,1301,100,Gri ,Sedan,Galeriden,2. El,220000,65500
842,Ford,Focus,1.6 TDCi Trend X,2010.0,Dizel,Düz Vites,1301,100,Gümüş Gri ,Sedan,Galeriden,2. El,223000,59000
843,Ford,Focus,1.6 TDCi Trend X,2013.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,212000,93750
844,Ford,Mondeo,2.0 Selective,2012.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Galeriden,2. El,210707,135000
845,Ford,Focus,1.5 TDCi Trend X,2015.0,Dizel,Otomatik Vites,1301,101,Bej ,Sedan,Galeriden,0 km,142886,125900
846,Ford,Focus,1.0 EcoBoost GTDi ST Line,2016.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,78000,138750
847,Ford,Festiva,"1.3
",1994.0,Benzin/LPG,Düz Vites,1301,51,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,232000,17000
848,Ford,Focus,1.6 Titanium,2009.0,Benzin/LPG,Düz Vites,1301,101,Mor ,Hatchback 5 Kapı,Galeriden,2. El,242000,66900
849,Ford,Fiesta,1.4 TDCi Comfort,2007.0,Dizel,Düz Vites,1301,76,Füme ,Hatchback 5 Kapı,Galeriden,2. El,220000,46500
850,Ford,Focus,1.6 Ghia,2003.0,Benzin/LPG,Düz Vites,1601,76,Yeşil ,Sedan,Galeriden,2. El,240,48500
851,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,100,Beyaz ,Sedan,Sahibinden,2. El,97000,125500
852,Ford,Focus,1.6 Trend X,2015.0,Dizel,Düz Vites,3001,76,Beyaz ,Sedan,Galeriden,2. El,130000,118900
853,Ford,Fiesta,1.6 TDCi Titanium,2013.0,Dizel,Düz Vites,1301,100,Beyaz ,Sedan,Yetkili,0 km,87067,91900
854,Ford,Fusion,1.6 Lux,2005.0,Benzin/LPG,Düz Vites,1301,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,260000,49999
855,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,76750,133000
856,Ford,Focus,1.6 TDCi Titanium,2012.0,Dizel,Düz Vites,1301,101,Diğer ,Sedan,Sahibinden,2. El,113000,115000
857,Ford,Focus,1.6 Collection,2010.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,168000,70000
858,Ford,Focus,1.5 TDCi Trend X,2015.0,Dizel,Otomatik Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,122000,132500
859,Ford,Focus,1.6 TDCi Trend,2006.0,Dizel,Düz Vites,1301,101,Gri ,Sedan,Galeriden,2. El,227000,51000
860,Ford,Fiesta,1.5 TDCi Trend X,2014.0,Dizel,Düz Vites,1301,51,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,90000,88500
861,Ford,Focus,1.6 Collection,2011.0,Dizel,Düz Vites,1300,100,Gri ,Sedan,Sahibinden,2. El,132700,86000
862,Ford,Focus,1.6 TDCi Titanium X,2011.0,Dizel,Düz Vites,1301,101,Gri ,Sedan,Galeriden,2. El,226000,68750
863,Ford,Focus,1.6 TDCi Trend X,2011.0,Dizel,Düz Vites,1601,126,Gümüş Gri ,Sedan,Galeriden,2. El,230,73000
864,Ford,Focus,1.6 TDCi Titanium,2013.0,Dizel,Düz Vites,1601,126,Gümüş Gri ,Sedan,Galeriden,2. El,200,98500
865,Ford,Focus,1.6 SCTi Trend,2011.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,225000,67750
866,Ford,Fiesta,1.4 TDCi Trend,2011.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,132000,66500
867,Ford,Focus,1.6 TDCi Trend,2006.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Sahibinden,2. El,230000,60000
868,Ford,Focus,1.6 TDCi Trend,2006.0,Dizel,Düz Vites,1601,101,Gri ,Sedan,Sahibinden,2. El,305000,49500
869,Ford,Mondeo,1.6 Selective,2011.0,Benzin,Düz Vites,1601,151,Kum Rengi ,Sedan,Galeriden,2. El,118000,101000
870,Ford,Focus,1.6 Ti-VCT Trend X,2013.0,Benzin/LPG,Düz Vites,1601,101,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,70000,111890
871,Ford,Focus,1.6 TDCi Trend,2006.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,300000,62000
872,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,84000,137000
873,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1601,126,Beyaz ,Sedan,Galeriden,2. El,65000,139000
874,Ford,Focus,1.5 TDCi Trend X,2017.0,Dizel,Yarı Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,108000,131500
875,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,94000,136000
876,Ford,Mondeo,2.0 TDCi Trend,2008.0,Dizel,Yarı Otomatik Vites,1801,126,Gri ,Sedan,Galeriden,2. El,290000,62500
877,Ford,Fiesta,1.4 Titanium,2009.0,Dizel,Düz Vites,1301,76,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,170000,55000
878,Ford,Mondeo,2.0 TDCi Titanium,2009.0,Dizel,Otomatik Vites,1801,126,Siyah ,Sedan,Galeriden,2. El,300000,64950
879,Ford,Fiesta,1.25 My Fiesta,2012.0,Benzin,Düz Vites,1300,76,Füme ,Hatchback 5 Kapı,Galeriden,2. El,151000,61500
880,Ford,C-Max,1.6 TDCi Titanium X,2011.0,Dizel,Düz Vites,1601,101,Beyaz ,MPV,Galeriden,2. El,287000,80000
881,Ford,Fiesta,1.4 Titanium X ,2011.0,Benzin,Düz Vites,1301,100,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,188000,69950
882,Ford,Fiesta,1.4 Titanium X ,2011.0,Benzin,Düz Vites,1301,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,49750,87000
883,Ford,C-Max,1.5 TDCi Trend,2018.0,Dizel,Otomatik Vites,1301,101,Beyaz ,MPV,Galeriden,2. El,42000,178500
884,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,90000,124750
885,Ford,Focus,1.6 Ghia Otm.,2002.0,Benzin/LPG,Otomatik Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,291000,46900
886,Ford,Escort,1.6 CLX,1996.0,Benzin/LPG,Düz Vites,1601,126,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,140000,26000
887,Ford,Focus,1.6 TDCi Collection,2006.0,Dizel,Düz Vites,1601,101,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,206000,61500
888,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,52000,138900
889,Ford,Fiesta,1.0 GDi Titanium,2017.0,Benzin,Otomatik Vites,1300,101,Turkuaz ,Hatchback 5 Kapı,Sahibinden,2. El,10500,120000
890,Ford,Fiesta,1.4 TDCi Titanium X ,2011.0,Dizel,Düz Vites,1300,51,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,153000,70000
891,Ford,Mondeo,2.0 Ghia,2001.0,Benzin/LPG,Düz Vites,1801,101,Gümüş Gri ,Sedan,Galeriden,2. El,365000,38500
892,Ford,Fiesta,1.4 TDCi Trend,2012.0,Dizel,Düz Vites,1601,76,Gri ,Hatchback 5 Kapı,Galeriden,2. El,162000,61250
893,Ford,Focus,1.6 TDCi Trend X,2011.0,Dizel,Düz Vites,1301,100,Gümüş Gri ,Sedan,Galeriden,2. El,244000,71000
894,Ford,Focus,1.6 TDCi Titanium X,2011.0,Dizel,Düz Vites,1301,101,Siyah ,Sedan,Galeriden,2. El,252000,84000
895,Ford,Focus,1.5 TDCi Trend X,2018.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,55000,125500
896,Ford,Focus,1.5 TDCi Trend X,2015.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,117000,100000
897,Ford,Fiesta,1.4 Titanium X ,2014.0,Benzin/LPG,Düz Vites,1301,76,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,114000,122500
898,Ford,Escort,1.6 CLX,1994.0,Benzin/LPG,Düz Vites,1301,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,173,22750
899,Ford,Focus,1.6 TDCi Collection,2011.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,202000,81500
900,Ford,Focus,1.6 Collection,2011.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,80000,92500
901,Ford,Focus,1.6 TDCi Titanium,2012.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,102000,117000
902,Ford,Fiesta,1.4 Titanium,2011.0,Benzin/LPG,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,188000,52000
903,Ford,Focus,1.6 Collection,2011.0,Benzin/LPG,Düz Vites,1301,100,Gümüş Gri ,Sedan,Galeriden,2. El,140000,85350
904,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Galeriden,2. El,96000,124900
905,Ford,Focus,1.6 Ti-VCT Trend X,2013.0,Benzin,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,168000,80000
906,Ford,Focus,1.6 Comfort,2011.0,Benzin/LPG,Düz Vites,1301,100,Gri ,Sedan,Sahibinden,2. El,150000,84500
907,Ford,Fiesta,1.5 TDCi Titanium,2013.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,136000,83500
908,Ford,Escort,1.6 CLX,1997.0,Benzin/LPG,Düz Vites,1301,76,Kırmızı ,Sedan,Galeriden,2. El,96000,21500
909,Ford,Focus,1.6 TDCi Trend X,2015.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Galeriden,2. El,106,135000
910,Ford,Focus,1.6 TDCi Trend,2012.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,164000,97000
911,Ford,Fiesta,1.4 Titanium X ,2012.0,Benzin/LPG,Düz Vites,1301,101,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,101000,85000
912,Ford,Escort,1.8 CLX,1997.0,Benzin,Düz Vites,1601,101,Yeşil ,Sedan,Galeriden,2. El,87000,22900
913,Ford,Focus,1.5 TDCi Trend X,2016.0,Dizel,Otomatik Vites,1301,101,Diğer ,Diğer,Yetkili,0 km,80387,136250
914,Ford,Focus,1.6 Ti-VCT Trend X,2012.0,Benzin/LPG,Otomatik Vites,1301,101,Gri ,Sedan,Sahibinden,2. El,59900,103000
915,Ford,Mondeo,1.6 Ghia,2003.0,Benzin/LPG,Otomatik Vites,1801,126,Bal Rengi ,Sedan,Galeriden,2. El,220000,42250
916,Ford,Focus,1.6 Comfort,2003.0,Benzin/LPG,Düz Vites,1301,76,Gri ,Sedan,Sahibinden,2. El,188200,55000
917,Ford,Focus,1.6 Titanium,2009.0,Benzin/LPG,Düz Vites,1301,101,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,109000,95000
918,Ford,Focus,1.8 TDCi Comfort,2004.0,Dizel,Düz Vites,1601,76,Mavi ,Station Wagon,Sahibinden,2. El,163000,58000
919,Ford,Focus,1.6 TDCi Ghia,2008.0,Dizel,Düz Vites,1601,101,Siyah ,Sedan,Sahibinden,2. El,227000,60250
920,Ford,Fiesta,1.5 TDCi Titanium X ,2014.0,Dizel,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,143000,94500
921,Ford,Focus,1.6 TDCi Trend X,2013.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Sahibinden,2. El,315000,81000
922,Ford,Focus,1.6 TDCi Trend X,2015.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,184000,105000
923,Ford,Focus,1.6 TDCi Titanium,2015.0,Dizel,Düz Vites,1301,76,Gri ,Sedan,Sahibinden,2. El,152000,132000
924,Ford,Focus,1.6 TDCi Titanium X,2012.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,242000,95750
925,Ford,Fiesta,1.4 TDCi Comfort,2008.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,225000,39500
926,Ford,Mondeo,2.0 TDCi Trend,2006.0,Dizel,Düz Vites,1801,101,Mavi ,Sedan,Sahibinden,2. El,202000,51000
927,Ford,Mondeo,1.6 Trend,2009.0,Benzin/LPG,Düz Vites,1601,101,Gümüş Gri ,Sedan,Sahibinden,2. El,264900,65500
928,Ford,Fiesta,1.25 Flair,1998.0,Benzin,Düz Vites,1300,101,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,94700,23250
929,Ford,Fiesta,1.4 TDCi Comfort,2006.0,Dizel,Düz Vites,1301,51,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,247000,39750
930,Ford,Kuga,2.0 TDCi Titanium,2012.0,Dizel,Otomatik Vites,1801,126,Gümüş Gri ,Crossover,Galeriden,2. El,220000,130000
931,Ford,Focus,1.5 TDCi Trend X,2017.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,90000,100500
932,Ford,Focus,1.5 TDCi Style,2018.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Diğer,Yetkili,0 km,10408,164750
933,Ford,Mondeo,1.6 Selective,2010.0,Benzin/LPG,Düz Vites,1301,101,Siyah ,Sedan,Sahibinden,2. El,113500,96000
934,Ford,Focus,1.6 TDCi Titanium,2011.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,269000,65000
935,Ford,Escort,1.6 CLX,1999.0,Benzin/LPG,Düz Vites,1301,76,Gümüş ,Sedan,Galeriden,2. El,75000,19500
936,Ford,Focus,1.5 TDCi Style,2018.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,50000,165000
937,Ford,Focus,1.6 TDCi Trend X,2015.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,104000,114000
938,Ford,Focus,1.5 TDCi Trend X,2016.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,170,127000
939,Ford,Focus,1.5 TDCi Trend X,2016.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,170,125000
940,Ford,Fiesta,1.4 TDCi Trend,2009.0,Dizel,Düz Vites,1301,51,Bordo ,Hatchback 5 Kapı,Sahibinden,2. El,135000,60000
941,Ford,Mondeo,2.0 Selective,2011.0,Benzin,Otomatik Vites,1801,226,Siyah ,Station Wagon,Galeriden,2. El,148000,125000
942,Ford,Focus,1.6 Trend,2009.0,Benzin/LPG,Düz Vites,1301,76,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,153000,71500
943,Ford,Mondeo,2.0 Ghia,2000.0,Benzin/LPG,Düz Vites,1801,76,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,285000,26999
944,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Galeriden,2. El,133000,122000
945,Ford,Focus,1.6 TDCi Collection,2011.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,145500,63900
946,Ford,Focus,1.6 Ti-VCT Trend X,2014.0,Benzin,Düz Vites,1601,101,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,6700,115750
947,Ford,Focus,1.6 TDCi Trend X,2017.0,Dizel,Düz Vites,1601,76,Beyaz ,Sedan,Sahibinden,2. El,100000,114000
948,Ford,C-Max,1.6 Ghia,2004.0,Dizel,Düz Vites,1301,101,Yeşil ,Hatchback 5 Kapı,Sahibinden,2. El,250000,63000
949,Ford,Focus,1.6 TDCi Style,2013.0,Dizel,Düz Vites,1601,101,Beyaz ,Sedan,Sahibinden,2. El,165000,99000
950,Ford,Mondeo,2.0 Ghia X,1998.0,Benzin/LPG,Düz Vites,1801,176,Yeşil ,Sedan,Galeriden,2. El,267000,25500
951,Ford,Focus,1.6 TDCi Style,2015.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,47000,96000
952,Ford,Focus,"1.6 TDCi
",2012.0,Dizel,Düz Vites,1301,76,Gri ,Sedan,Sahibinden,2. El,120000,100000
953,Ford,Focus,"1.6
",1999.0,Benzin/LPG,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,217500,33750
954,Ford,Galaxy,2.0 Trend,1996.0,Benzin,Düz Vites,1801,126,Bordo ,Diğer,Galeriden,2. El,395000,41250
955,Ford,Focus,1.6 TDCi Style,2013.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,165000,99000
956,Ford,Kuga,1.5 TDCI Titanium,2018.0,Dizel,Otomatik Vites,2001,101,Beyaz ,Arazi Aracı,Galeriden,2. El,62000,217000
957,Ford,Mondeo,2.0 Ghia,1997.0,Benzin,Düz Vites,1801,126,Mavi ,Sedan,Sahibinden,2. El,390000,28250
958,Ford,Focus,1.5 TDCi Trend X,2016.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,147000,138500
959,Ford,Fiesta,1.6 Trend X,2015.0,Benzin/LPG,Otomatik Vites,1301,101,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,68000,108500
960,Ford,Focus,1.5 TDCi Titanium,2017.0,Dizel,Otomatik Vites,1601,126,Siyah ,Sedan,Galeriden,2. El,57000,135750
961,Ford,Fiesta,"1.4
",2012.0,Benzin/LPG,Otomatik Vites,1301,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,106000,90000
962,Ford,Focus,1.6 TDCi Trend X,2014.0,Dizel,Düz Vites,1601,101,Gümüş Gri ,Sedan,Sahibinden,2. El,143000,109000
963,Ford,Focus,1.6 Ghia Otm.,2002.0,Benzin/LPG,Otomatik Vites,1601,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,227000,49600
964,Ford,Fiesta,1.4 TDCi Titanium,2010.0,Dizel,Düz Vites,1301,51,Füme ,Hatchback 5 Kapı,Galeriden,2. El,159560,63000
965,Ford,Focus,1.6 Ghia,2003.0,Benzin/LPG,Düz Vites,1301,101,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,220000,42500
966,Ford,Focus,1.8 Comfort,2004.0,Dizel,Düz Vites,1601,101,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,320000,40000
967,Ford,Mondeo,"2.0 TDCi
",2011.0,Dizel,Otomatik Vites,1801,126,Siyah ,Sedan,Sahibinden,2. El,227000,101900
968,Ford,Fiesta,1.5 TDCi Trend X,2014.0,Dizel,Düz Vites,1301,51,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,139800,81250
969,Ford,Focus,1.6 Ghia Otm.,2006.0,Dizel,Otomatik Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,227000,58000
970,Ford,C-Max,1.6 TDCi Trend,2006.0,Dizel,Otomatik Vites,1301,101,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,200000,62000
971,Ford,Focus,1.6 Ti-VCT Titanium X,2013.0,Benzin/LPG,Yarı Otomatik Vites,1301,101,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,133500,110000
972,Ford,Focus,1.6 TDCi Trend,2007.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,192000,76700
973,Ford,Fiesta,1.6 Titanium X,2016.0,Benzin,Yarı Otomatik Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,25000,118000
974,Ford,Escort,1.6 CL,1998.0,Benzin/LPG,Düz Vites,1301,76,Mavi ,Sedan,Sahibinden,2. El,153000,17500
975,Ford,Focus,1.6 Ti-VCT Titanium X,2013.0,Benzin/LPG,Yarı Otomatik Vites,1301,101,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,131500,103000
976,Ford,Focus,1.6 Ghia,2001.0,Benzin/LPG,Düz Vites,1301,101,Yeşil ,Sedan,Sahibinden,2. El,218000,44750
977,Ford,Fiesta,1.4 TDCi Titanium,2012.0,Dizel,Düz Vites,1301,51,Kahverengi ,Hatchback 5 Kapı,Sahibinden,2. El,136000,70750
978,Ford,Focus,1.5 TDCi Trend X,2018.0,Dizel,Otomatik Vites,1301,101,Beyaz ,Sedan,Sahibinden,2. El,86000,146750
979,Ford,Focus,1.6 Trend X,2017.0,Benzin/LPG,Otomatik Vites,1601,101,Gümüş Gri ,Sedan,Sahibinden,2. El,57000,136000
980,Ford,Fiesta,1.6 Ti-VCT Trend X,2016.0,Benzin/LPG,Otomatik Vites,1601,76,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,96000,98750
981,Ford,Mondeo,2.0 GLX,1998.0,Benzin/LPG,Düz Vites,1801,126,Bordo ,Sedan,Sahibinden,2. El,211000,26500
982,Ford,Ka,1.3,1999.0,Benzin,Düz Vites,1300,51,Mavi ,Hatchback 3 Kapı,Sahibinden,2. El,85000,18250
983,Ford,Mondeo,1.6 Titanium,2008.0,Benzin/LPG,Düz Vites,1301,101,Gri ,Sedan,Sahibinden,2. El,197000,81000
984,Ford,Focus,1.6 TDCi Style,2011.0,Dizel,Düz Vites,1301,101,Kırmızı ,Sedan,Sahibinden,2. El,179500,83000
985,Ford,Fiesta,1.4 TDCi Sport,2006.0,Dizel,Düz Vites,1301,51,Beyaz ,Hatchback 3 Kapı,Galeriden,2. El,338000,26500
986,Ford,Fiesta,1.4 Comfort,2005.0,Dizel,Düz Vites,1301,51,Lacivert ,Hatchback 5 Kapı,Sahibinden,2. El,220000,41000
987,Ford,Focus,1.6 TDCi Titanium,2011.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Sedan,Sahibinden,2. El,204450,67500
988,Ford,Fiesta,1.4 TDCi Titanium X ,2011.0,Dizel,Düz Vites,1301,51,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,156500,65000
989,Ford,Focus,1.6 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,76,Beyaz ,Sedan,Sahibinden,2. El,84000,88500
990,Ford,Mondeo,1.6 Titanium,2008.0,Benzin/LPG,Düz Vites,1301,101,Füme ,Sedan,Sahibinden,2. El,355000,60000
991,Ford,Focus,"1.6 Ti-VCT
",2015.0,Benzin,Düz Vites,1301,126,Beyaz ,Sedan,Sahibinden,2. El,15000,120000
992,Ford,Mondeo,1.5 Ecoboost Titanium ,2015.0,Benzin,Yarı Otomatik Vites,1301,151,Füme ,Station Wagon,Galeriden,2. El,178000,172000
993,Ford,Fiesta,"1.4
",2006.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 3 Kapı,Galeriden,2. El,290000,21000
994,Ford,Focus,1.6 TDCi Titanium,2012.0,Dizel,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,131000,113500
995,Ford,Fiesta,1.4 Titanium X ,2012.0,Benzin,Düz Vites,1301,76,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,93750,62750
996,Ford,Focus,1.5 TDCi Trend X,2015.0,Dizel,Otomatik Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,125000,128500
997,Ford,Fiesta,1.5 TDCi Trend X,2016.0,Dizel,Düz Vites,1301,51,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,96000,93750
998,Ford,Fiesta,1.4 Titanium,2013.0,Benzin/LPG,Düz Vites,1301,101,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,182000,85000
999,Ford,Focus,1.5 TDCi Titanium,2015.0,Dizel,Düz Vites,1301,101,Beyaz ,Sedan,Galeriden,2. El,79000,116000
1000,Ford,Focus,1.6 TDCi Titanium,2010.0,Dizel,Düz Vites,1301,101,Gümüş Gri ,Sedan,Galeriden,2. El,360000,80000
1001,Ford,Focus,1.6 TDCi Trend X,2013.0,Dizel,Düz Vites,1301,76,Gri ,Sedan,Sahibinden,2. El,97270,102500
1002,Ford,Fiesta,1.4 TDCi Trend,2011.0,Dizel,Düz Vites,1301,76,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,170000,58500
