,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat,saleYear,saleMonth,saleDay,saleDayofweek,saleDayofyear,Marka_is_missing,Arac Tip Grubu_is_missing,Arac Tip_is_missing,Yakıt Turu_is_missing,Vites_is_missing,CCM_is_missing,Beygir Gucu_is_missing,Renk_is_missing,Kasa Tipi_is_missing,Kimden_is_missing,Durum_is_missing
3864,14,308,922,2005.0,3,2,1801.0,100.0,8,3,2,2,234531,50000,2019,12,23,0,357,False,False,False,False,False,False,False,False,False,False,False
8722,33,233,751,2011.0,3,1,1301.0,100.0,4,6,2,2,197300,48000,2019,12,24,1,358,False,False,False,False,False,False,False,False,False,False,False
4106,19,321,604,2012.0,1,1,1801.0,176.0,4,8,2,2,130000,115000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
3837,14,206,276,2019.0,1,2,1301.0,76.0,4,6,1,2,4100,146500,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
3838,14,196,377,2011.0,3,1,1301.0,76.0,20,6,2,2,183000,50000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
3839,14,206,0,2018.0,3,1,1301.0,100.0,4,6,2,2,25000,113000,2020,1,4,5,4,False,False,True,False,False,False,False,False,False,False,False
6309,29,43,500,2015.0,3,2,1301.0,101.0,4,3,2,2,97000,166000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
4105,19,318,1024,2006.0,3,2,2001.0,101.0,20,1,2,2,243000,85000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
8716,33,210,330,2013.0,1,2,1301.0,176.0,15,5,1,2,116000,109000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
40,1,119,1405,2004.0,2,1,1301.0,100.0,8,10,2,2,170000,55000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
5223,27,279,452,2017.0,3,1,1301.0,101.0,10,4,1,2,125000,176500,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
5222,27,279,792,2017.0,3,2,1301.0,126.0,7,4,1,2,132000,186500,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
8715,33,210,472,1999.0,2,2,1301.0,101.0,19,6,2,2,145000,32900,2020,1,4,5,4,False,False,False,False,False,True,True,False,False,False,False
2299,10,166,673,2016.0,3,1,1301.0,101.0,4,10,1,2,47000,104500,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
2298,10,166,670,2016.0,3,1,1301.0,101.0,8,6,2,2,23500,132000,2020,1,4,5,4,False,False,False,False,False,True,True,False,False,False,False
2297,10,272,149,2006.0,3,1,1300.0,100.0,16,6,1,2,280000,36250,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
2296,10,339,1295,1994.0,1,1,1300.0,51.0,17,6,2,2,186700,13500,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
2923,11,180,724,2012.0,3,1,1301.0,101.0,4,6,2,2,131000,113500,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
2924,11,178,334,2010.0,2,1,1301.0,100.0,8,6,2,2,177000,66000,2020,1,4,5,4,False,False,False,False,False,True,False,False,False,False,False
2925,11,178,335,2012.0,1,1,1301.0,76.0,8,6,2,2,93750,62750,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
2926,11,180,419,2015.0,3,2,1301.0,101.0,10,10,1,2,125000,128500,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
2927,11,178,419,2016.0,3,1,1301.0,51.0,4,6,1,2,96000,93750,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
3836,14,82,540,2015.0,3,2,1301.0,126.0,7,10,2,2,78000,104750,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
457,3,75,987,2014.0,3,2,1801.0,126.0,4,10,1,2,160000,176500,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
4904,24,104,1397,2016.0,3,2,1301.0,126.0,4,10,1,2,60500,350000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
5882,28,212,1043,2009.0,1,2,2501.0,101.0,7,10,1,2,166000,125000,2020,1,4,5,4,False,False,False,False,False,False,True,False,False,False,False
459,3,302,1499,2010.0,1,3,2501.0,326.0,20,11,1,2,160000,350000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
1196,6,129,929,2007.0,3,2,1801.0,126.0,20,1,2,2,192500,80000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
8992,34,258,742,2016.0,3,3,1601.0,101.0,4,6,2,2,77000,144900,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
8991,34,296,45,2015.0,2,1,1300.0,100.0,4,10,2,2,98000,92000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
1055,4,36,1125,2014.0,1,2,1301.0,176.0,20,10,1,2,160000,192500,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
1054,4,1,36,2008.0,2,2,1801.0,126.0,20,6,2,2,162000,82000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
5881,28,92,475,2004.0,2,1,1301.0,76.0,17,10,2,2,179,65000,2020,1,4,5,4,False,False,False,False,False,False,False,False,False,False,False
2582,11,180,419,2016.0,3,3,1301.0,101.0,4,10,1,2,147000,119650,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
2583,11,180,765,2016.0,1,1,1301.0,101.0,4,10,1,2,34000,117500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5072,27,248,19,2019.0,1,3,1300.0,101.0,15,6,1,1,0,158500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3498,14,196,225,2006.0,2,1,1301.0,101.0,15,6,1,2,174000,36750,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
161,3,328,993,2008.0,1,3,1801.0,101.0,4,11,1,2,129558,169500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
160,3,74,1331,2014.0,3,3,1301.0,101.0,4,10,1,2,95705,172500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
6040,29,43,499,2018.0,3,2,1301.0,101.0,8,1,1,2,103000,211750,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5071,27,216,701,2017.0,1,3,1301.0,101.0,20,1,1,2,30000,127950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5070,27,279,452,2017.0,3,1,1301.0,101.0,4,3,2,2,16750,192500,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
5069,27,279,452,2018.0,3,1,1301.0,101.0,7,3,2,2,13000,216000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
159,3,75,1359,2011.0,1,2,1300.0,101.0,8,10,1,2,122000,205000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
158,3,76,1365,2015.0,3,3,1801.0,176.0,4,6,1,2,71000,289900,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
3499,14,83,382,2011.0,3,1,1301.0,101.0,25,10,1,2,251000,47000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3500,14,158,1405,2017.0,1,2,1301.0,101.0,15,6,1,2,59000,113000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4930,25,145,471,2012.0,2,3,1301.0,101.0,4,1,1,2,144000,122900,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
163,3,276,1100,2010.0,3,2,2501.0,101.0,4,1,1,2,185385,233500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
2581,11,252,985,2011.0,3,3,1801.0,101.0,20,10,1,2,207271,103500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
2577,11,180,719,2011.0,3,1,1301.0,101.0,10,10,2,2,145500,63900,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
2579,11,180,761,2011.0,2,1,1301.0,101.0,8,10,1,2,162000,79500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
6041,29,44,629,2017.0,3,1,1301.0,101.0,4,10,1,2,117000,82750,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
6042,29,43,499,2018.0,3,2,1301.0,101.0,15,1,1,2,31000,249650,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
6039,29,44,629,2016.0,3,1,1301.0,101.0,4,10,1,2,137000,57900,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
6038,29,47,497,2017.0,3,2,1301.0,101.0,8,6,1,2,155000,124000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
6037,29,25,786,2001.0,2,1,1301.0,100.0,8,6,2,2,320,29750,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
6036,29,25,346,2001.0,1,2,1301.0,76.0,20,6,2,2,237000,35000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
6043,29,63,628,2012.0,3,1,1301.0,101.0,17,10,2,2,174000,108000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
6044,29,27,264,2012.0,3,3,1301.0,51.0,10,6,2,2,85000,92500,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
4929,25,146,1405,2008.0,1,2,1300.0,101.0,8,5,1,2,117320,136500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
166,3,275,991,2011.0,3,3,1801.0,101.0,4,1,1,2,132500,237000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
165,3,77,1372,2006.0,3,3,2501.0,101.0,8,10,1,2,178000,133999,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
164,3,75,1354,2016.0,3,3,1801.0,101.0,4,10,1,2,112000,285000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
8606,33,233,748,2018.0,3,3,1301.0,101.0,4,6,1,2,26000,187000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
8607,33,233,748,2017.0,3,3,1301.0,101.0,15,6,1,2,58319,143750,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
8608,33,233,748,2017.0,3,3,1301.0,101.0,4,6,1,2,77000,143500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
2576,11,180,727,2016.0,3,1,1601.0,101.0,4,10,1,2,133000,122000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
2578,11,180,415,2018.0,3,1,1301.0,101.0,4,10,1,2,37000,145000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
2580,11,224,414,2019.0,3,3,1301.0,101.0,4,1,1,2,20000,235000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7059,31,326,441,2016.0,3,1,1301.0,101.0,4,10,1,2,68000,69850,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
618,4,57,1270,2017.0,1,3,1301.0,101.0,4,10,1,2,79000,469500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
619,4,57,1267,2015.0,1,3,1301.0,101.0,7,10,1,2,149000,254900,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7040,31,326,441,2014.0,3,1,1301.0,101.0,4,10,1,2,150000,59500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7039,31,244,86,2019.0,1,1,1301.0,126.0,4,10,2,2,2600,135000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
7038,31,244,686,2002.0,2,2,1301.0,76.0,5,10,1,2,50000,75000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
7037,31,179,462,2015.0,3,2,1301.0,101.0,10,10,2,2,184000,91000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
7036,31,4,0,2011.0,3,1,1601.0,100.0,4,10,2,2,350000,45750,2020,1,5,6,5,False,False,True,False,False,False,False,False,False,False,False
1270,8,158,1405,2016.0,3,1,1301.0,101.0,4,10,1,2,158000,68500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1269,8,105,632,2013.0,3,1,1601.0,100.0,4,10,2,2,135000,72850,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
7035,31,179,441,2013.0,3,1,1301.0,101.0,4,10,1,2,245000,68500,2020,1,5,6,5,False,False,False,False,False,True,True,False,False,False,False
8816,34,325,1405,2017.0,3,3,1301.0,101.0,4,6,1,2,30000,204900,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
8817,34,325,1405,2013.0,3,3,1301.0,101.0,12,10,1,2,118000,149999,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4457,24,104,1048,2016.0,3,2,1601.0,126.0,4,10,1,2,50000,360000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
4458,24,104,1405,2015.0,3,2,1301.0,101.0,4,10,1,2,95000,232000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4459,24,120,898,2016.0,3,2,1301.0,101.0,4,11,1,2,90000,218900,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4460,24,344,1079,2019.0,3,2,2001.0,101.0,16,1,1,1,0,414950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4461,24,98,1405,2007.0,1,2,1301.0,101.0,18,7,1,2,266500,73000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4462,24,104,1382,2015.0,1,2,1301.0,101.0,8,10,1,2,151173,302500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4463,24,104,1405,2018.0,3,2,1301.0,101.0,4,10,1,2,55000,341500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4465,24,163,1416,2008.0,1,2,1601.0,101.0,20,10,1,2,197331,189500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4466,24,190,1072,2017.0,1,2,1801.0,101.0,20,1,1,2,31468,589000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4467,24,187,1196,2020.0,3,2,2501.0,101.0,20,1,1,1,0,2290000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3096,13,124,813,2013.0,3,1,1301.0,101.0,4,4,2,2,113000,152000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
3097,13,139,824,2013.0,2,2,1301.0,101.0,4,10,1,2,97000,119999,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3098,13,139,824,2017.0,2,3,1301.0,101.0,4,10,1,2,64500,161999,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4468,24,121,1401,2010.0,2,3,1301.0,101.0,4,11,1,2,133365,111500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4469,24,163,1425,2011.0,3,2,2001.0,101.0,4,11,1,2,217759,196500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4470,24,80,1084,2020.0,1,2,2501.0,101.0,20,11,1,2,1000,2250000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4471,24,163,1421,2018.0,3,2,1801.0,101.0,8,10,1,2,51000,612500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4472,24,104,1405,2015.0,3,2,1301.0,101.0,20,10,1,2,198000,249500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4473,24,163,1411,2017.0,1,2,1301.0,101.0,4,10,1,2,52178,406000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7041,31,244,645,2017.0,2,1,1301.0,101.0,17,10,1,2,43000,99750,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4928,25,143,562,2008.0,1,2,1300.0,101.0,20,11,1,2,175500,96500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7042,31,326,441,2016.0,3,1,1301.0,101.0,4,10,1,2,115000,69950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7044,31,140,462,2019.0,3,3,1301.0,101.0,4,6,1,2,32483,129900,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3501,14,206,192,2014.0,3,1,1301.0,76.0,8,6,2,2,138000,62500,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
617,4,158,1405,2017.0,3,2,1801.0,101.0,4,10,1,2,63000,645000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
616,4,36,1156,2018.0,1,2,1301.0,101.0,7,10,1,2,70000,295650,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
615,4,57,1268,2014.0,1,3,1301.0,101.0,20,10,1,2,70767,305000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
614,4,68,1304,2011.0,3,3,2501.0,101.0,20,10,1,2,202000,319500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
613,4,57,1273,2014.0,1,3,1301.0,101.0,20,10,1,2,170000,249000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
612,4,50,1218,2016.0,1,3,1301.0,101.0,12,11,1,2,56911,287500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
610,4,57,1268,2018.0,1,2,1300.0,101.0,17,10,1,2,12470,489500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
609,4,36,1188,2016.0,1,3,1301.0,101.0,4,10,1,2,46535,252500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
608,4,36,1111,1995.0,2,1,1301.0,101.0,15,10,2,2,294000,35000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
1124,6,158,1405,1961.0,2,1,1300.0,101.0,21,4,1,2,99999,135000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
8814,34,258,731,2017.0,3,3,1301.0,101.0,4,6,1,2,117000,171000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7062,31,179,462,2015.0,3,3,1301.0,101.0,8,10,1,2,128750,99999,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7061,31,140,441,2016.0,3,1,1301.0,101.0,4,6,1,2,87000,86000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7060,31,140,462,2018.0,3,3,1301.0,101.0,4,6,1,2,28000,112850,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
8815,34,325,1405,2016.0,1,1,1301.0,101.0,8,6,1,2,65000,134000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7058,31,179,462,2016.0,3,1,1301.0,101.0,4,10,1,2,157787,95500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7057,31,140,441,2017.0,3,1,1301.0,101.0,4,6,1,2,130640,80850,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7056,31,179,463,2014.0,3,2,1301.0,101.0,4,10,1,2,130000,92500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7055,31,179,462,2014.0,3,3,1301.0,101.0,4,10,1,2,165000,87500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7054,31,244,440,2016.0,3,3,1301.0,101.0,4,10,1,2,65000,159900,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7053,31,140,440,2016.0,3,1,1301.0,101.0,5,6,1,2,137000,89650,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7052,31,326,441,2014.0,3,1,1301.0,101.0,4,10,1,2,189000,54950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7051,31,140,456,2016.0,3,1,1301.0,101.0,4,12,1,2,94000,85850,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7050,31,244,462,2016.0,3,3,1301.0,101.0,17,10,1,2,85000,139950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7049,31,140,439,2012.0,3,1,1300.0,101.0,10,12,1,2,181000,59950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7048,31,305,963,1994.0,1,1,1300.0,101.0,20,10,1,2,181000,34950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7046,31,326,434,2012.0,3,1,1301.0,101.0,4,10,1,2,126000,53950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7045,31,244,462,2016.0,3,1,1301.0,101.0,4,10,1,2,59000,114900,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
7043,31,244,441,2016.0,3,1,1301.0,101.0,17,6,1,2,123000,106950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4170,21,291,1405,2005.0,3,2,2501.0,101.0,20,1,1,2,355000,186500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1500,9,161,696,2019.0,2,1,1301.0,101.0,8,1,1,2,3300,131000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3989,19,321,608,2014.0,1,2,1301.0,101.0,4,1,1,2,154500,147999,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3986,19,135,546,2016.0,3,2,1301.0,101.0,4,10,1,2,95000,133850,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3987,19,135,546,2016.0,3,2,1301.0,101.0,4,10,1,2,92000,135850,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3988,19,158,1405,2015.0,3,2,1301.0,101.0,20,12,1,2,115000,122500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4167,21,157,1405,2015.0,1,3,1801.0,101.0,22,1,1,2,41000,399500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4168,21,293,1102,2010.0,3,2,2501.0,101.0,20,1,1,2,226000,275000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5520,28,92,520,2016.0,3,1,1301.0,101.0,4,10,1,2,111000,106750,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5521,28,148,339,2013.0,2,1,1301.0,101.0,17,6,1,2,149500,69500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
6351,30,264,1478,2012.0,3,2,2501.0,101.0,4,6,1,2,66425,849650,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
6350,30,264,1475,2011.0,1,3,3501.0,101.0,20,6,1,2,38000,639950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4169,21,291,1102,2015.0,3,3,2501.0,101.0,3,1,1,2,77642,1190000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3985,19,299,370,2006.0,3,1,1301.0,101.0,7,6,1,2,298000,38950,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5522,28,92,581,2013.0,2,1,1301.0,101.0,20,10,1,2,114000,89500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1926,10,234,166,2015.0,3,1,1300.0,101.0,4,10,1,2,148500,64999,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1925,10,166,161,2016.0,3,1,1300.0,101.0,4,10,1,2,99000,79850,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1924,10,166,161,2017.0,3,1,1300.0,101.0,4,10,1,2,46000,86850,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1923,10,59,1252,2015.0,1,3,1300.0,101.0,23,5,1,2,31067,110500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1922,10,60,301,2017.0,1,3,1301.0,101.0,15,1,1,2,39000,149900,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1921,10,166,1405,2018.0,3,3,1301.0,101.0,7,10,1,2,63000,129650,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1920,10,166,161,2017.0,3,1,1300.0,101.0,4,10,1,2,54000,85850,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1919,10,166,161,2016.0,3,1,1300.0,101.0,4,10,1,2,80000,81850,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
1918,10,234,156,2012.0,3,1,1301.0,76.0,20,10,2,2,580000,39999,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
1916,10,234,160,2012.0,3,3,1300.0,76.0,8,10,2,2,125000,63000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
6349,30,264,1476,2020.0,5,2,2501.0,101.0,20,6,1,1,0,2375000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5519,28,92,592,2013.0,2,1,1301.0,101.0,4,6,1,2,105000,63000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
4166,21,294,983,2020.0,3,2,1801.0,101.0,20,1,1,2,600,977000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
3909,18,201,1088,2014.0,3,2,2501.0,101.0,20,1,1,2,140000,430000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5518,28,92,129,2012.0,3,1,1300.0,101.0,4,6,1,2,238000,79900,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5511,28,148,831,2003.0,3,1,1601.0,201.0,17,5,2,2,313000,33500,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
5512,28,148,124,2008.0,3,1,1300.0,51.0,20,6,2,2,162125,51000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
5513,28,148,59,2003.0,2,1,1300.0,51.0,21,6,2,2,193000,36250,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
5510,28,148,101,2012.0,2,3,1300.0,76.0,10,6,1,2,85000,68000,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
5515,28,251,512,2015.0,3,2,1301.0,101.0,4,1,1,2,71000,133000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5516,28,148,218,2015.0,1,2,1301.0,101.0,8,6,1,2,47849,107500,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5517,28,92,518,2015.0,3,1,1301.0,101.0,4,10,1,2,153000,95000,2020,1,5,6,5,False,False,False,False,False,False,True,False,False,False,False
5514,28,92,590,2010.0,2,1,1301.0,101.0,8,6,2,2,131000,79250,2020,1,5,6,5,False,False,False,False,False,False,False,False,False,False,False
2454,11,180,559,2010.0,2,1,1301.0,101.0,4,10,1,2,168000,70000,2020,1,6,0,6,False,False,False,False,False,False,False,False,False,False,False
2455,11,180,419,2015.0,3,2,1301.0,101.0,10,10,1,2,122000,132500,2020,1,6,0,6,False,False,False,False,False,False,False,False,False,False,False
8584,33,233,992,2006.0,3,2,1801.0,126.0,20,6,2,2,187000,61500,2020,1,6,0,6,False,False,False,False,False,False,False,False,False,False,False
2456,11,180,726,2006.0,3,1,1301.0,101.0,8,10,1,2,227000,51000,2020,1,6,0,6,False,False,False,False,False,False,False,False,False,False,False
2457,11,178,419,2014.0,3,1,1301.0,51.0,4,6,2,2,90000,88500,2020,1,6,0,6,False,False,False,False,False,False,False,False,False,False,False
2458,11,180,559,2011.0,3,1,1300.0,100.0,8,10,2,2,132700,86000,2020,1,6,0,6,False,False,False,False,False,False,False,False,False,False,False
2459,11,180,725,2011.0,3,1,1301.0,101.0,8,10,1,2,226000,68750,2020,1,6,0,6,False,False,False,False,False,False,False,False,False,False,False
97,3,75,987,2014.0,3,2,1801.0,176.0,4,10,1,2,113000,225000,2020,1,6,0,6,False,False,False,False,False,False,False,False,False,False,False
96,3,75,1356,2015.0,3,2,1801.0,176.0,20,10,1,2,141000,222000,2020,1,6,0,6,False,False,False,False,False,False,False,False,False,False,False
95,3,75,1356,2015.0,3,3,1801.0,101.0,20,10,1,2,141000,222000,2020,1,6,0,6,False,False,False,False,False,False,True,False,False,False,False
94,3,74,1332,2018.0,3,2,1301.0,101.0,20,10,1,2,35000,236000,2020,1,6,0,6,False,False,False,False,False,False,False,False,False,False,False
