,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat,saleYear,saleMonth,saleDay,saleDayofweek,saleDayofyear,Marka_is_missing,Arac Tip Grubu_is_missing,Arac Tip_is_missing,Yakıt Turu_is_missing,Vites_is_missing,CCM_is_missing,Beygir Gucu_is_missing,Renk_is_missing,Kasa Tipi_is_missing,Kimden_is_missing,Durum_is_missing
5775,28,212,517,2016.0,3,2,1301.0,101.0,4,10,1,2,84000,159950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5776,28,212,1405,2015.0,3,2,1300.0,101.0,7,10,1,2,78000,156950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5767,28,92,520,2016.0,3,1,1301.0,101.0,4,10,1,2,149000,105750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5777,28,212,709,2014.0,1,2,1301.0,101.0,4,10,1,2,108000,142000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5754,28,148,341,2011.0,2,2,1301.0,101.0,20,6,1,2,96000,77500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5752,28,148,1405,2016.0,3,3,1300.0,101.0,15,6,1,2,100000,117500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5836,28,212,299,2015.0,3,2,1601.0,101.0,4,10,2,2,163000,155000,2020,4,17,4,108,False,False,False,False,False,False,False,False,False,False,False
5835,28,340,914,1990.0,2,2,2001.0,101.0,4,10,2,2,287000,27000,2020,4,17,4,108,False,False,False,False,False,False,False,False,False,False,False
5834,28,92,581,2015.0,1,1,1301.0,101.0,4,6,2,2,43000,110000,2020,4,17,4,108,False,False,False,False,False,False,False,False,False,False,False
5833,28,92,832,1997.0,3,1,1601.0,51.0,17,10,2,2,373000,28000,2020,4,17,4,108,False,False,False,False,False,False,False,False,False,False,False
5832,28,92,582,2017.0,1,1,1301.0,101.0,4,10,1,2,45000,84900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5831,28,212,511,2016.0,3,2,1301.0,101.0,8,10,1,2,115000,162500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5830,28,212,511,2016.0,3,2,1300.0,101.0,20,10,1,2,118000,153950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5738,28,148,1405,2013.0,3,1,1300.0,101.0,10,6,1,2,90000,75750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5739,28,92,520,2017.0,3,1,1301.0,101.0,4,10,1,2,42000,118950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5753,28,92,524,2017.0,3,2,1301.0,101.0,4,10,1,2,63000,162900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5740,28,92,309,2013.0,2,1,1301.0,101.0,4,6,1,2,85300,103900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5743,28,212,517,2017.0,3,2,1301.0,101.0,8,10,1,2,76000,196750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5744,28,212,711,2015.0,1,2,1301.0,101.0,10,10,1,2,79000,134500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5745,28,148,298,1997.0,2,1,1301.0,101.0,8,6,1,2,200000,26500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5746,28,91,1405,2007.0,3,2,1801.0,101.0,8,1,1,2,327000,78500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5747,28,92,581,2018.0,1,1,1301.0,101.0,5,10,1,2,7900,112500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5748,28,92,581,2013.0,1,1,1301.0,101.0,8,6,1,2,52000,96500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5749,28,92,520,2017.0,3,2,1301.0,101.0,4,10,1,2,76000,124850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5750,28,92,520,2017.0,3,2,1301.0,101.0,16,10,1,2,50000,138850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5751,28,92,309,2013.0,1,2,1301.0,101.0,12,6,1,2,91000,108900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4858,24,104,1391,2009.0,2,3,1301.0,101.0,20,10,1,2,220000,115000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5778,28,92,304,2020.0,1,1,1301.0,101.0,4,10,1,2,6,127950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5779,28,148,1405,2013.0,3,1,1300.0,101.0,4,6,1,2,180000,55000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
5780,28,92,558,2005.0,2,1,1301.0,101.0,16,10,1,2,300000,37250,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2230,10,166,161,2016.0,3,1,1300.0,101.0,4,10,1,2,87172,81750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2229,10,166,161,2017.0,3,1,1300.0,101.0,4,10,1,2,166276,80850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2228,10,166,256,2019.0,2,1,1301.0,101.0,8,10,1,2,4000,108900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2226,10,272,165,2012.0,3,1,1300.0,101.0,4,6,1,2,78000,73900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2225,10,158,1405,2017.0,3,3,1301.0,101.0,8,1,1,2,47277,124500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2224,10,234,161,2014.0,3,1,1300.0,101.0,4,10,1,2,148000,63750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2223,10,166,669,2016.0,3,1,1301.0,101.0,5,10,1,2,140000,96750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2222,10,234,163,2010.0,3,3,1300.0,101.0,8,10,1,2,225000,52950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2221,10,166,161,2018.0,3,1,1300.0,101.0,4,10,1,2,89000,91950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2231,10,272,1448,2011.0,3,1,1300.0,101.0,4,6,1,2,135000,57900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2220,10,234,165,2015.0,3,1,1300.0,101.0,8,10,1,2,325000,59950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2218,10,166,1405,2018.0,3,3,1301.0,101.0,4,10,1,2,50000,116950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2217,10,263,229,2001.0,2,1,1301.0,101.0,10,6,1,2,310000,22750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2216,10,234,166,2016.0,3,1,1300.0,101.0,4,10,1,2,77000,74900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2215,10,183,1405,2013.0,3,2,1801.0,101.0,20,1,1,2,149000,165000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2214,10,166,577,2019.0,1,2,1301.0,101.0,4,10,1,2,26800,119550,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2213,10,234,166,2017.0,3,1,1300.0,101.0,4,10,1,2,75500,72400,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2212,10,166,161,2018.0,3,1,1300.0,101.0,4,10,1,2,62700,88800,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2210,10,234,166,2017.0,3,1,1300.0,101.0,4,10,1,2,75000,71350,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2209,10,166,669,2017.0,3,3,1301.0,101.0,4,10,1,2,77000,122500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2219,10,166,1405,2018.0,3,3,1301.0,101.0,8,10,1,2,75000,111950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2232,10,234,1405,2011.0,3,1,1300.0,101.0,8,10,1,2,217860,49900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2233,10,234,1405,2014.0,3,1,1300.0,101.0,4,10,1,2,167000,55750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2234,10,272,1448,2010.0,3,1,1300.0,101.0,8,6,1,2,273000,48900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2256,10,331,0,1996.0,2,1,1601.0,100.0,17,10,2,2,107000,19000,2020,4,17,4,108,False,False,True,False,False,False,False,False,False,False,False
2255,10,166,670,2018.0,3,1,1301.0,101.0,17,10,1,2,48600,125900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2254,10,166,161,2016.0,3,1,1300.0,101.0,4,10,1,2,97000,81750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2253,10,166,161,2015.0,3,1,1300.0,101.0,8,10,1,2,110000,76500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2252,10,166,161,2016.0,3,1,1300.0,101.0,4,10,1,2,99000,68850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2251,10,166,663,2017.0,3,3,1301.0,101.0,4,10,1,2,82000,94850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2250,10,166,161,2017.0,3,1,1300.0,101.0,4,10,1,2,56000,90850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2249,10,166,161,2017.0,3,1,1300.0,101.0,4,10,1,2,38000,90850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2248,10,166,161,2017.0,3,1,1300.0,101.0,4,10,1,2,50000,88850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2246,10,234,166,2016.0,3,1,1300.0,101.0,4,10,1,2,82000,70850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2245,10,166,161,2017.0,3,1,1300.0,101.0,4,10,1,2,76000,84850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2244,10,166,161,2017.0,3,1,1300.0,101.0,4,10,1,2,43000,91850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2243,10,166,161,2017.0,3,1,1300.0,101.0,4,10,1,2,25000,86850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2242,10,166,663,2017.0,3,3,1301.0,101.0,4,10,1,2,64000,110850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2241,10,166,169,2017.0,3,1,1300.0,101.0,4,10,1,2,94000,96000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2240,10,166,162,2018.0,3,1,1300.0,101.0,4,10,1,2,69000,106500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2239,10,234,166,2017.0,3,1,1300.0,101.0,4,10,1,2,42000,79500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2238,10,166,250,2019.0,1,1,1301.0,101.0,15,10,1,2,18000,87500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2237,10,272,54,2005.0,1,3,1300.0,101.0,4,6,1,2,87000,47999,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2236,10,234,166,2016.0,3,1,1300.0,101.0,4,10,1,2,123000,64999,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2235,10,166,161,2018.0,3,1,1300.0,101.0,4,10,1,2,78500,96999,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
2207,10,102,661,2012.0,3,2,1300.0,101.0,5,6,1,2,191000,79500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4857,24,344,1080,2018.0,3,1,2001.0,101.0,4,1,1,2,9500,194750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4837,24,163,1411,2018.0,1,2,1301.0,101.0,20,10,1,2,40000,499500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4855,24,104,1389,2010.0,1,2,1301.0,101.0,8,10,1,2,78000,179500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3736,14,82,543,2012.0,3,2,1301.0,101.0,4,10,1,2,236000,77900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3735,14,82,540,2012.0,3,2,1301.0,101.0,4,10,1,2,233000,77500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3734,14,158,1405,2014.0,3,1,1301.0,101.0,8,6,1,2,115000,78750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3733,14,158,1405,2008.0,2,1,1301.0,101.0,17,6,1,2,242000,50000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3732,14,82,534,2014.0,3,1,1301.0,101.0,4,10,1,2,240000,68000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3731,14,338,541,2019.0,3,3,1301.0,101.0,4,1,1,2,2000,306000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3730,14,338,1405,2019.0,3,3,1301.0,101.0,4,1,1,2,3000,261000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3729,14,158,1405,2017.0,1,2,1301.0,101.0,15,6,1,2,56000,118850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3728,14,82,540,2015.0,3,3,1301.0,101.0,4,10,1,2,114000,82850,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3727,14,223,1405,2019.0,3,3,1301.0,101.0,7,1,1,2,7000,170950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3726,14,83,372,2010.0,3,1,1300.0,101.0,8,10,1,2,266000,42500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3725,14,82,540,2016.0,3,3,1301.0,101.0,4,10,1,2,52000,114900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3724,14,82,540,2016.0,3,3,1301.0,101.0,4,10,1,2,100000,94500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3723,14,338,1405,2020.0,3,3,1301.0,101.0,8,1,1,1,0,318000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3722,14,82,539,2017.0,3,3,1301.0,101.0,4,10,1,2,50000,124900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4247,21,293,1042,2008.0,3,2,2501.0,101.0,20,1,1,2,249000,159750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4249,21,182,1469,2011.0,3,2,2001.0,101.0,4,1,1,2,200000,129900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4250,21,156,1135,2000.0,2,2,3501.0,101.0,3,1,1,2,250000,112750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4251,21,293,1042,2006.0,3,2,2501.0,101.0,20,1,1,2,289400,169000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4252,21,293,1093,2014.0,3,3,2501.0,101.0,4,1,1,2,189000,729500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4253,21,291,1133,2011.0,3,2,1300.0,101.0,20,1,1,2,267000,286900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3737,14,158,1405,2014.0,3,2,1301.0,101.0,4,6,1,2,171000,105000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4254,21,157,1405,2015.0,1,3,1801.0,101.0,22,1,1,2,41000,399500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3738,14,82,543,2016.0,3,3,1301.0,101.0,4,10,1,2,55000,114200,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3740,14,82,534,2012.0,3,1,1301.0,101.0,4,10,1,2,226000,71000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3763,14,82,540,2017.0,3,3,1301.0,101.0,4,10,1,2,93000,101950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3762,14,158,1405,2017.0,3,1,1301.0,101.0,4,6,1,2,78800,99900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3760,14,158,1405,2017.0,3,3,1301.0,101.0,4,6,1,2,49200,155550,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3759,14,82,540,2015.0,3,2,1301.0,101.0,4,10,1,2,77000,83900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3758,14,158,1405,2017.0,1,2,1300.0,101.0,4,6,1,2,100000,85900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3757,14,158,1405,2013.0,3,1,1301.0,101.0,17,6,1,2,78000,108000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3756,14,158,1405,2017.0,3,3,1301.0,101.0,4,6,1,2,56500,169000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3755,14,158,1405,2013.0,3,2,1301.0,101.0,20,6,1,2,136000,117000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3754,14,83,278,2012.0,2,2,1301.0,101.0,10,10,1,2,209000,63500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3753,14,167,554,2017.0,3,3,1301.0,101.0,4,10,1,2,79000,137500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3752,14,82,540,2017.0,3,3,1301.0,101.0,4,10,1,2,95000,98500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3751,14,158,1405,2015.0,3,1,1301.0,101.0,8,6,1,2,148000,79500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3750,14,167,569,2016.0,2,1,1301.0,101.0,4,10,1,2,17000,129900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3749,14,196,142,2005.0,1,2,1301.0,101.0,23,6,1,2,102000,58000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3748,14,81,147,1998.0,2,1,1301.0,101.0,7,10,1,2,250000,18900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3747,14,167,552,2015.0,3,2,1301.0,101.0,4,10,1,2,106250,121900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3746,14,167,554,2017.0,3,3,1301.0,101.0,4,10,1,2,69000,140000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3745,14,158,1405,2016.0,1,2,1301.0,101.0,4,6,1,2,95000,110000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3744,14,83,1405,2011.0,2,2,1301.0,101.0,4,10,1,2,219000,63500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3743,14,158,1405,2019.0,1,2,1301.0,101.0,4,6,1,2,14000,119500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3742,14,158,1405,2012.0,3,1,1301.0,101.0,4,6,1,2,180000,56750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3739,14,81,140,2006.0,2,1,1301.0,101.0,4,10,1,2,209000,31000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4255,21,158,1405,2017.0,3,2,1801.0,101.0,4,1,1,2,55000,439950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4256,21,291,1106,2016.0,3,3,2501.0,101.0,4,1,1,2,61000,1325000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4257,21,291,1097,2006.0,3,3,2501.0,101.0,8,1,1,2,266000,167500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4281,21,293,965,2017.0,3,2,1801.0,101.0,4,1,1,2,63701,859000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4282,21,293,1093,2013.0,3,3,2501.0,101.0,4,1,1,2,124000,675000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4283,21,156,1041,2006.0,3,2,2501.0,101.0,20,1,1,2,289013,179500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4285,21,158,1405,2020.0,3,2,2501.0,101.0,20,1,1,1,0,2090000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4286,21,291,959,2020.0,5,2,1801.0,101.0,20,1,1,1,0,1945000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4288,21,291,1134,2007.0,3,2,3501.0,101.0,20,1,1,2,242000,185000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4289,21,293,1094,2013.0,3,3,2501.0,101.0,20,1,1,2,200000,649000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4290,21,293,1405,2020.0,1,2,1801.0,101.0,8,1,1,1,0,1375000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4291,21,158,1405,2016.0,3,2,1801.0,101.0,4,1,1,2,73000,458000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4292,21,293,965,2018.0,3,2,1801.0,101.0,4,1,1,2,5943,1345000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6283,29,44,494,2018.0,3,1,1301.0,101.0,4,10,1,2,50052,91500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4301,22,197,1405,2014.0,3,3,2501.0,101.0,4,10,1,2,86000,620000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6281,29,44,629,2017.0,3,1,1301.0,101.0,4,10,1,2,102500,82500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6280,29,44,629,2017.0,3,1,1301.0,101.0,4,10,1,2,78940,79900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6279,29,25,347,2001.0,2,1,1301.0,101.0,8,6,1,2,327000,21000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6278,29,47,497,2017.0,3,2,1301.0,101.0,4,6,1,2,70000,139000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6277,29,44,629,2016.0,3,1,1301.0,101.0,4,10,1,2,137000,75950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6276,29,43,499,2017.0,3,2,1301.0,101.0,7,1,1,2,62000,190950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6275,29,44,629,2015.0,3,1,1301.0,101.0,4,10,1,2,99194,72950,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4320,23,49,403,2001.0,1,2,1300.0,101.0,10,10,1,2,227000,43750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4321,23,49,614,1997.0,2,1,1301.0,101.0,3,10,1,2,340000,26750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4280,21,182,980,2006.0,3,3,1801.0,101.0,20,1,1,2,91000,109500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4279,21,291,1200,2000.0,2,2,3501.0,101.0,23,1,1,2,267026,65000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4278,21,293,953,2020.0,1,2,1801.0,101.0,20,1,1,1,0,1350000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4277,21,158,1405,2020.0,3,2,2501.0,101.0,20,1,1,1,0,2250000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4258,21,293,1105,2011.0,3,2,2501.0,101.0,20,1,1,2,104000,328000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6388,30,133,1303,2017.0,1,2,1300.0,101.0,20,11,1,2,6000,834500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6389,30,132,1091,2016.0,3,3,2501.0,101.0,4,1,1,2,90455,967000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6390,30,239,1405,2018.0,1,2,1801.0,101.0,4,1,1,2,41865,795000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
6392,30,71,1517,2007.0,1,3,3501.0,101.0,7,11,1,2,41000,465000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4259,21,291,1134,2010.0,3,3,3501.0,101.0,20,1,1,2,260000,320000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4260,21,291,1102,2015.0,3,3,2501.0,101.0,4,1,1,2,70464,1245000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4261,21,291,1134,2009.0,3,2,3501.0,101.0,4,1,1,2,263000,216500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4262,21,293,1094,2012.0,3,2,2501.0,101.0,7,1,1,2,151500,369000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4263,21,291,1102,2014.0,3,3,2501.0,101.0,20,1,1,2,155100,895000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3764,14,82,208,2012.0,2,2,1301.0,101.0,10,10,1,2,179000,80900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4264,21,291,1134,2011.0,3,3,3501.0,101.0,4,1,1,2,79900,495000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4266,21,158,1405,2020.0,3,2,1801.0,101.0,20,1,1,1,0,815000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4268,21,156,1405,2001.0,3,2,1300.0,101.0,16,1,1,2,201000,103500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4269,21,293,1094,2012.0,3,2,2501.0,101.0,15,1,1,2,70000,499000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4270,21,293,1094,2012.0,3,2,2501.0,101.0,4,1,1,2,215000,335000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4271,21,292,974,2012.0,1,2,1801.0,101.0,8,1,1,2,73000,335000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4272,21,294,981,2017.0,3,2,1801.0,101.0,12,1,1,2,31000,875000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4273,21,293,1104,2010.0,3,2,2501.0,101.0,20,1,1,2,215169,279500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4274,21,293,1095,2016.0,3,3,2501.0,101.0,20,1,1,2,97485,810000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4275,21,293,1405,2019.0,1,2,1801.0,101.0,4,1,1,2,29391,1065000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4276,21,293,967,2017.0,3,2,1801.0,101.0,4,1,1,2,32000,785000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4265,21,291,1208,2012.0,3,2,4001.0,101.0,4,1,1,2,147000,450000,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
4323,23,49,356,2000.0,2,2,1300.0,101.0,8,10,1,2,255000,42750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3765,14,82,543,2015.0,3,1,1301.0,101.0,4,10,1,2,88000,91900,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3767,14,158,1405,2011.0,2,2,1801.0,101.0,20,11,1,2,137000,131500,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3883,16,153,1021,2017.0,3,1,2001.0,101.0,4,1,1,2,103000,139750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3882,16,153,1023,2016.0,3,2,2001.0,101.0,3,1,1,2,75000,148750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3881,16,153,1023,2016.0,3,2,2001.0,101.0,4,1,1,2,56000,148750,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
3880,16,153,1405,2013.0,3,1,2001.0,101.0,4,1,1,2,157600,64550,2020,4,17,4,108,False,False,False,False,False,False,True,False,False,False,False
